Author Name,Title,Year,Citations
Seita KAYUKAWA,BBeep: A Sonic Collision Avoidance System for Blind Travellers and Nearby Pedestrians,2019,120
Seita KAYUKAWA,Guiding blind pedestrians in public spaces by understanding walking behavior of nearby pedestrians,2020,33
Seita KAYUKAWA,Linechaser: a smartphone-based navigation system for blind people to stand in lines,2021,27
Seita KAYUKAWA,BlindPilot: A robotic local navigation system that leads blind people to a landmark object,2020,26
Seita KAYUKAWA,Corridor-Walker: Mobile indoor walking assistance for blind people to avoid obstacles and recognize intersections,2022,14
Seita KAYUKAWA,Bentomuseum: 3d and layered interactive museum map for blind visitors,2022,11
Seita KAYUKAWA,"How Users, Facility Managers, and Bystanders Perceive and Accept a Navigation Robot for Visually Impaired People in Public Buildings",2022,11
Seita KAYUKAWA,Smartphone-based assistance for blind people to stand in lines,2020,11
Seita KAYUKAWA,Pathfinder: Designing a map-less navigation system for blind people in unfamiliar buildings,2023,10
Seita KAYUKAWA,One-Shot Wayfinding Method for Blind People via OCR and Arrow Analysis with a 360-degree Smartphone Camera,2021,10
Seita KAYUKAWA,Enhancing blind visitor’s autonomy in a science museum using an autonomous navigation robot,2023,7
Seita KAYUKAWA,Dynamic object scanning: Object-based elastic timeline for quickly browsing first-person videos,2018,5
Seita KAYUKAWA,3DMovieMap: an Interactive Route Viewer for Multi-Level Buildings,2023,3
Seita KAYUKAWA,Designing a Smartphone-Based Assistance System for Blind People to Recognize Intersections and Obstacles in Indoor Corridors,2022,2
Seita KAYUKAWA,A Study on the Sense of Burden and Body Ownership on Virtual Slope,2019,2
Seita KAYUKAWA,TouchPilot: Designing a Guidance System that Assists Blind People in Learning Complex 3D Structures,2023,0
Seita KAYUKAWA,Assisting Blind People’s Independence in Public Spaces,2022,0
Seita KAYUKAWA,LineChaser: A Smartphone-Based Navigation System to Help Blind People to Stand in Lines,2021,0
Seita KAYUKAWA,BBeep,2019,0
Seita KAYUKAWA,BBeep: Un sistema sónico de prevención de colisiones para viajeros ciegos y peatones cercanos,N/A,0
Heidi Biggs,Bespoke booklets: A method for situated co-speculation,2019,76
Heidi Biggs,"Watching myself watching birds: Abjection, ecological thinking, and posthuman design",2021,49
Heidi Biggs,IoT data in the home: Observing entanglements and drawing new encounters,2020,47
Heidi Biggs,High water pants: Designing embodied environmental speculation,2020,46
Heidi Biggs,Data epics: Embarking on literary journeys of home internet of things data,2021,22
Heidi Biggs,Alternatives to agrilogistics: designing for ecological thinking,2021,13
Heidi Biggs,Crafting an Embodied Speculation: An Account of Prototyping Methods,2020,11
Heidi Biggs,The entoptic field camera as metaphor-driven research-through-design with AI technologies,2023,7
Heidi Biggs,"Shaowen; Bardzell. 2021. Watching Myself Watching Birds: Abjection, Ecological Thinking and Posthuman Design",N/A,5
Heidi Biggs,Redlining Maps and Terrains of Sustainability: Interdisciplinary Mapping of Racialized Redlining to Present-Day Sustainability Agendas in HCI,2023,4
Heidi Biggs,Decentering Through Design: Bridging Posthuman Theory with More-than-Human Design Practices,2024,3
Heidi Biggs,World building: Creating alternate worlds as meaningful making in undergraduate education,2021,3
Heidi Biggs,Moving Design Research: GIFs as Research Tools,2021,2
Heidi Biggs,TikTok as a Stage: Performing Rural# farmqueer Utopias on TikTok,2023,1
Heidi Biggs,"Designing posthuman data: Mapping relations between bodies, land and data",2023,1
Heidi Biggs,Collective Healing to Support Design Futures: Building Community and Exploring Methods,2023,1
Heidi Biggs,It Starts with Healing: Acknowledging Collective Trauma in Participative Futuring,2022,1
Heidi Biggs,GAN to the Mississippi: Generative Adversarial Networks for Posthuman Relations to Place,2023,0
Heidi Biggs,Mapping new Terrains in Sustainable HCI: Land/Body Doubling and Justice-Oriented Critical Posthuman Subjectivities,2023,0
Heidi Biggs,Feeling Climate Change: Intersections of Everyday Cycling and Climate Change,2019,0
Edwin Bos,Automatic referent resolution of deictic and anaphoric expressions,1995,88
Edwin Bos,EDWARD: full integration of language and action in a multimodal user interface,1994,57
Edwin Bos,"A knowledge-based, English verb-form tutor.",1994,27
Edwin Bos,Some virtues and limitations of action inferring interfaces,1992,27
Edwin Bos,Studies into full integration of language and action,1998,17
Edwin Bos,Error diagnosis in a tutoring system for the conjugation and spelling of Dutch verbs,1994,12
Edwin Bos,"Making the dead live on: an interactive, talking picture of a deceased person",1995,10
Edwin Bos,The Pooh way in human-computer interaction: Towards multimodal interfaces,1990,10
Edwin Bos,"We can make forgetting impossible, but should we?",1995,9
Edwin Bos,Talking pictures,1994,9
Edwin Bos,Commenting on action: Continuous linguistic feedback generation,1993,9
Edwin Bos,A multimodal syntax-directed graph editor,1996,7
Edwin Bos,Comprehending user behaviour using psycholinguistics,1995,4
Edwin Bos,Can information technology improve the quality of democracy?,1993,4
Edwin Bos,Edward: A Multimodal User Interface,1993,1
Edwin Bos,The use and acquisition of artificial language: Some insights from psycholinguistics,1996,0
Edwin Bos,"EDWARD-FULL INTEGRATION OF LANGUAGE AND ACTION IN A MULTIMODAL USER-INTERFACE (VOL 40, PG 495, 1994)",1994,0
Mahmut Ekşioğlu,Relative optimum grip span as a function of hand anthropometry,2004,181
Mahmut Ekşioğlu,Predicting peak pinch strength: Artificial neural networks vs. regression,1996,57
Mahmut Ekşioğlu,A Tabu Search Approach for the Single Machine Mean Tardiness Problem,1997,16
Mahmut Ekşioğlu,The efficacy and safety of limited incision technique in carpal tunnel release,2011,9
Mahmut Ekşioğlu,An estimation of finger-tapping rates and load capacities and the effects of various factors,2015,8
Mahmut Ekşioğlu,Determining the optimum grip span and modeling work/rest cycles for intermittent gripping tasks,1996,7
Mahmut Ekşioğlu,"Türkiye´de İş Sağlığı ve Güvenliğinin Genel Durumu, Öneriler ve Sistem Yaklaşımı",2015,4
Mahmut Ekşioğlu,Hand torque strength of female population of Turkey and the effects of various factors,2013,4
Mahmut Ekşioğlu,İyi Ergonomi İyi Ekonomidir,2009,4
Mahmut Ekşioğlu,UXD for a Prototype Campus Information Kiosk,2018,1
Mahmut Ekşioğlu,hand torQue Strength in induStry,2015,0
Mahmut Ekşioğlu,Finger tapping rates and the effects of various factors,2013,0
Mahmut Ekşioğlu,Work-Related Musculoskeletal Disorders and Ergonomics,2011,0
Mahmut Ekşioğlu,Student Specific Cornell Musculoskeletal Discomfort Questionnaires (SS-CMDQ) (Turkish),2009,0
Mahmut Ekşioğlu,Student Specific Cornell Musculoskeletal Discomfort Questionnaires (SS-CMDQ) (English),2009,0
Mahmut Ekşioğlu,Isometric grip strength distribution of a Turkish sample,2008,0
Mahmut Ekşioğlu,Automobile drivers’ steering force characteristics,2007,0
Mahmut Ekşioğlu,Tekstil Endüstrisinde bir İş İstasyonunun Ergonomik Analizi: Remayöz Makinesi,2005,0
Mahmut Ekşioğlu,Ergonomic Evaluation Of OCS Audit Station,2005,0
Mahmut Ekşioğlu,A 2-D Biomechanical Analysis of Microgravity Induced Neutral Body Posture in one-g Environment,2004,0
Mahmut Ekşioğlu,A 2-D biomechanical analysis of zero-gravity neutral posture in one-g environment,2004,0
Mahmut Ekşioğlu,Minimizing [alpha] and [beta] Errors in Detection Tasks,2003,0
Mahmut Ekşioğlu,Minimizing α and β errors in detection tasks,2003,0
Mahmut Ekşioğlu,A model for impairment evaluation of the wrist due to the loss of wrist range of motion,2001,0
Mahmut Ekşioğlu,Ergonomic evaluation of a prototype assistive device for moving residents up in bed,2001,0
Mahmut Ekşioğlu,Effects of grip span and shoulder posture on endurance limit of force,2000,0
Mahmut Ekşioğlu,Predicting peak pinch strength: Artificial neural networks vs. regression,1997,0
Mahmut Ekşioğlu,Optimal maintenance inspection frequency: A multicriteria approach,1996,0
Mahmut Ekşioğlu,Artificial neural network-based prediction models for determiing maximum acceptable frequency of a drilling task,1996,0
Mahmut Ekşioğlu,An artificial neural network (ANN),1995,0
Mahmut Ekşioğlu,A Model for Impairment Evaluation of Wrist Due to the Loss of Wrist Range of Motion,1992,0
Mahmut Ekşioğlu,Systems-Based Approach to Safety and Health in the Small to Medium-sized Enterprises,N/A,0
Mahmut Ekşioğlu,"UYGULANAN KUVVET, ELKAVRAMA ARALIĞI VE OMUZ DURUġUNUN MAKSĠMAL KABULEDĠLĠR ĠZOMETRĠK VE KESĠKLĠ EL KONTRAKSĠYON FREKANSINA ETKĠLERĠ",N/A,0
