Author Name,Title,Year,Citations
Sarah Hubbard,"Toys that listen: A study of parents, children, and internet-connected toys",2017,258
Sarah Hubbard,Toward equitable ownership and governance in the digital public sphere,2023,5
Sarah Hubbard,Decentralized autonomous organizations and policy considerations in the United States,2023,4
Sarah Hubbard,Toward a more cooperative Web3,2022,4
Sarah Hubbard,Open problems in daos,2023,2
Sarah Hubbard,Toward A More Cooperative Web3,2022,2
Sarah Hubbard,"Beyond the Buzzwords: Web3, DAOs, and the Future of Human Coordination",2022,2
Sarah Hubbard,Toward Equitable Ownership and Governance in the Digital Public Sphere,2024,1
Sarah Hubbard,A Roadmap for Governing AI: Technology Governance and Power Sharing Liberalism,2024,1
Rachel Magee,What do teens ask their online social networks? Social search practices among high school students,2014,53
Rachel Magee,"Teens, technology, and libraries: An uncertain relationship",2016,41
Rachel Magee,Four factors that regulate teen technology use in everyday life,2017,26
Rachel Magee,"Teens, libraries, and social media: Myths and reality",2015,22
Rachel Magee,Not just a wink and smile: an analysis of user-defined success in online dating,2012,16
Rachel Magee,# TwitterPlay: a case study of fan roleplaying online,2013,15
Rachel Magee,Methods for in vivo biomechanical testing on brachial plexus in neonatal piglets,2019,11
Rachel Magee,Social media practices and support in US public libraries and school library media centers,2012,10
Rachel Magee,Designing for group math discourse,2013,8
Rachel Magee,The teens speak out: What teens in a tech high school really think about libraries... and what you can do to improve their perceptions,2015,7
Rachel Magee,Children as webmakers: Designing a web editor for beginners,2013,7
Rachel Magee,In-vitro stress relaxation response of neonatal peripheral nerves,2021,6
Rachel Magee,Rethinking the smart closet as an opportunity to enhance the social currency of clothing,2012,6
Rachel Magee,A systematic review of the tensile biomechanical properties of the neonatal brachial plexus,2021,5
Rachel Magee,Teaching and learning with metaliterate LIS professionals,2019,5
Rachel Magee,Teens becoming researchers: Pedagogical considerations when designing coresearch,2017,5
Rachel Magee,The strength of awkward ties: online interactions between high school students and adults,2016,5
Rachel Magee,Effects of Prestretch on Neonatal Peripheral Nerve: An In Vitro Study,2022,4
Rachel Magee,Mechanical properties of cervical spinal cord in neonatal piglet: in vitro,2020,4
Rachel Magee,Expanding LIS youth services curriculum to embed computational thinking,2018,4
Rachel Magee,Understanding early research experiences through the lens of connected learning,2019,3
Rachel Magee,Youth beyond borders: Methodological challenges in youth information interaction,2014,3
Rachel Magee,"Teens and social media: Where are we now, where next?",2013,3
Rachel Magee,An in vitro study to investigate biomechanical responses of peripheral nerves in hypoxic neonatal piglets,2021,2
