Author Name,Title,Year,Citations
Sean Andrist,Conversational gaze aversion for humanlike robots,2014,260
Sean Andrist,"A review of eye gaze in virtual agents, social robotics and hci: Behaviour generation, user interaction and perception",2015,220
Sean Andrist,Look like me: matching robot personality via gaze to increase motivation,2015,184
Sean Andrist,Using gaze patterns to predict task intent in collaboration,2015,161
Sean Andrist,Look me in the eyes: A survey of eye and gaze animation for virtual agents and artificial systems,2014,108
Sean Andrist,Designing effective gaze mechanisms for virtual agents,2012,101
Sean Andrist,Non-verbal engagement of a virtual assistant,2022,94
Sean Andrist,Effects of culture on the credibility of robot speech: A comparison between english and arabic,2015,94
Sean Andrist,Rhetorical robots: making robots more effective speakers using linguistic cues of expertise,2013,91
Sean Andrist,Looking coordinated: Bidirectional gaze mechanisms for collaborative interaction with virtual characters,2017,86
Sean Andrist,Managing stress: The needs of autistic adults in video calling,2019,74
Sean Andrist,Conversational gaze aversion for virtual agents,2013,68
Sean Andrist,Look together: Analyzing gaze coordination with epistemic network analysis,2015,65
Sean Andrist,Gaze and attention management for embodied conversational agents,2015,63
Sean Andrist,Rapid development of multimodal interactive systems: a demonstration of platform for situated intelligence,2017,44
Sean Andrist,Platform for situated intelligence,2021,31
Sean Andrist,A head-eye coordination model for animating gaze shifts of virtual characters,2012,31
Sean Andrist,A network analytic approach to gaze coordination during a collaborative task,2018,30
Sean Andrist,Recognizing f-formations in the open world,2019,28
Sean Andrist,Human-agent collaboration: Can an agent be a partner?,2017,28
Sean Andrist,Decision and coordination strategies for robocup rescue agents,2010,28
Sean Andrist,Lessons learned in designing ai for autistic adults,2020,22
Sean Andrist,What went wrong and why? diagnosing situated interaction failures in the wild,2017,22
Sean Andrist,Managing chaos: models of turn-taking in character-multichild interactions,2013,19
Sean Andrist,Fun and fair: influencing turn-taking in a multi-party game with a virtual agent,2013,17
Sean Andrist,A study in scene shaping: Adjusting F-formations in the wild,2017,16
Sean Andrist,Reform: Recognizing f-formations for social robots,2020,15
Sean Andrist,Holoassist: an egocentric human interaction dataset for interactive ai assistants in the real world,2023,11
Sean Andrist,Demonstrating a framework for rapid development of physically situated interactive systems,2019,10
Sean Andrist,Are you messing with me? Querying about the sincerity of interactions in the open world,2016,10
Sean Andrist,Developing mixed reality applications with platform for situated intelligence,2022,7
Sean Andrist,"Now, over here: Leveraging extended attentional capabilities in human-robot interaction",2020,7
Sean Andrist,Enabling human-robot dialogue,2015,7
Sean Andrist,Continual learning about objects in the wild: An interactive approach,2022,6
Sean Andrist,Turn-taking and coordination in human-machine interaction,2016,6
Sean Andrist,Interaction-Shaping Robotics: Robots that Influence Interactions between Other Agents,2024,3
Sean Andrist,Symbiotic society with avatars (SSA) beyond space and time,2023,3
Sean Andrist,"Editorial Social cognitive systems in smart environments: Approaches for learning, reasoning, and adaptation",2019,3
Sean Andrist,Gaze Mechanisms for Situated Interaction with Embodied Agents,2016,3
Sean Andrist,Robots that Talk and Listen: Technology and Social Impact,2014,3
Sean Andrist,"Accelerating the development of multimodal, integrative-ai systems with platform for situated intelligence",2020,2
Sean Andrist,Controllable models of gaze behavior for virtual agents and humanlike robots,2013,2
Sean Andrist,Take or wait? learning turn-taking from multiparty data,2013,2
Sean Andrist,Metareasoning in modular software systems: On-the-fly configuration using reinforcement learning with rich contextual representations,2020,1
Sean Andrist,Using Action Video Games to Train Working Memory in Students with Working Memory Deficits,2014,1
Sean Andrist,Platform for Situated Intelligence and OpenSense: A Tutorial on Building Multimodal Interactive Applications for Research,2023,0
Sean Andrist,"Proceedings of the Workshop on the representation, sharing and evaluation of multimodal agent interaction (MMAI2022)",2022,0
Sean Andrist,Looking Coordinated,2017,0
Sean Andrist,Reports on the 2015 AAAI Spring Symposium Series,2015,0
Sean Andrist,HoloAssist: an Egocentric Human Interaction Dataset for Interactive AI Assistants in the Real World Supplementary Material,N/A,0
Sean Andrist,"environments: Approaches for learning, reasoning, and adaptation",N/A,0
Sean Andrist,Minnesota Emergency Response Squad (MinERS) Team Description Paper,N/A,0
Hugo Nicolau,Blind people and mobile touch-based text-entry: acknowledging the need for different flavors,2011,158
Hugo Nicolau,Elderly text-entry performance on touchscreens,2012,147
Hugo Nicolau,BrailleType: unleashing braille over touch screen mobile phones,2011,142
Hugo Nicolau,From tapping to touching: Making touch screens accessible to blind users,2008,126
Hugo Nicolau,Getting smartphones to talkback: Understanding the smartphone adoption process of blind users,2015,107
Hugo Nicolau,UbiBraille: designing and evaluating a vibrotactile Braille-reading device,2013,80
Hugo Nicolau,Towards accessible touch interfaces,2010,79
Hugo Nicolau,Touch typing using thumbs: understanding the effect of mobility and hand posture,2012,73
Hugo Nicolau,Motor-impaired touchscreen interactions in the wild,2014,64
Hugo Nicolau,Guiding blind people with haptic feedback,2012,61
Hugo Nicolau,NavTap: a long term study with excluded blind users,2009,51
Hugo Nicolau,Holibraille: Multipoint vibrotactile feedback on mobile devices,2015,48
Hugo Nicolau,Assessing mobile touch interfaces for tetraplegics,2010,47
