Author Name,Title,Year,Citations
Somnath Arjun,COVID-19 data visualization through automatic phase detection,2020,19
Somnath Arjun,Evaluating accuracy of eye gaze controlled interface in military aviation environment,2020,14
Somnath Arjun,Interactive sensor dashboard for smart manufacturing,2022,10
Somnath Arjun,Personalizing data visualization and interaction,2018,10
Somnath Arjun,I2DNet-Design and Real-Time Evaluation of Appearance-based gaze estimation system,2021,7
Somnath Arjun,Evaluating visual variables in a virtual reality environment,2021,6
Somnath Arjun,Analyzing eye gaze of users with learning disability,2019,5
Somnath Arjun,Interactive sensor visualization for smart manufacturing system,2017,5
Somnath Arjun,VR cognitive load dashboard for flight simulator,2022,4
Somnath Arjun,Eye-gaze-controlled HMDS and MFD for military aircraft,2022,3
Somnath Arjun,Inclusive Personlization of User Interfaces,2017,3
Somnath Arjun,Eye gaze controlled interfaces for head mounted and multi-functional displays in military aviation environment,2020,1
Somnath Arjun,User inclusive crowd sourcing disaster reporting system: Reporting and forecast,2016,1
Somnath Arjun,Reinforcing Visualization Design Using Graphical Primitives of Visual Objects,2022,0
Somnath Arjun,Do weak readers in rural India automatically read same language subtitles on Bollywood films? An eye gaze analysis,2022,0
Somnath Arjun,Analyzing Ocular Parameters for Web Browsing and Graph Visualization,2021,0
Somnath Arjun,Interactive Sensor Dashboard for Smart Manufacturing,2020,0
Somnath Arjun,VR flight simulator with cognitive load estimation feature,N/A,0
Dr. S. Bhuvaneswari,Automatic Detection and Inpainting of Text Images,2013,21
Dr. S. Bhuvaneswari,Propagation of electromagnetic solitons in an antiferromagnetic spinladder medium,2016,19
Dr. S. Bhuvaneswari,Solitonic transport of energy–momentum in a deformed magnetic medium,2012,18
Dr. S. Bhuvaneswari,A detailed review on the prominent compression methods used for reducing the data volume of big data,2016,8
Dr. S. Bhuvaneswari,TRACKING MANUALLY SELECTED OBJECT IN VIDEOS USING COLOR HISTOGRAM MATCHING.,2014,7
Dr. S. Bhuvaneswari,Automatic scratch detection and inpainting,2015,4
Dr. S. Bhuvaneswari,Disease Detection in Plant Leaf using LNet Based on Deep Learning,2022,3
Dr. S. Bhuvaneswari,Propagation of envelope bright breather coupled wave modes in Ablowitz–Ladik chains,2016,3
Dr. S. Bhuvaneswari,Detection and removal of scratches in images,2013,3
Dr. S. Bhuvaneswari,A New Approach for Automatic Scene Text Detection,2017,2
Dr. S. Bhuvaneswari,Diabetes Detection Using Tongue Image Using Extraction of Global Features and Decision Tree,2020,0
Dr. S. Bhuvaneswari,DIABETES DETECTION USING TONGUE IMAGE USING EXTRACTION OF GLOBAL FEATURES AND DECISION TREE,2020,0
Dr. S. Bhuvaneswari,VERTICAL SCRATCHES DETECTION BASED ON GAUSSIAN FILTER AND HOUGH TRANSFORM,2020,0
Dr. S. Bhuvaneswari,AUTOMATICTEXT DETECTION,2020,0
Dr. S. Bhuvaneswari,Block Chain Technology: A Birds  Eye View,2019,0
Dr. S. Bhuvaneswari,Detection of vertical scratches in images,2019,0
Dr. S. Bhuvaneswari,Visual Content re-colouring or inpainting images,2018,0
Dr. S. Bhuvaneswari,TEXT RETRIEVAL SYSTEM: A Review,2018,0
Dr. S. Bhuvaneswari,A new approach of  Scene Text detection,2017,0
Dr. S. Bhuvaneswari,A New Approach for Automatic Scene Text Detection,2017,0
Dr. S. Bhuvaneswari,Automatic Object Tracking and Inpainting In Video Sequences Based On Color Histogram Matching.,2013,0
Dr. S. Bhuvaneswari,GLCM Features and Fuzzy C Means Clustering-Based Brain Tumor Detection in MR Images,N/A,0
Dr. S. Bhuvaneswari,Detection and De-occlusion of Text in Images,N/A,0
Dr. S. Bhuvaneswari,Automatic Text Detection using Wavelet Transform and Connected Component Labelling,N/A,0
Almoctar Hassoumi,PathWord: A Multimodal Password Entry Method for Ad-hoc Authentication Based on Digits' Shape and Smooth Pursuit Eye Movements.,2018,30
Almoctar Hassoumi,Improving eye-tracking calibration accuracy using symbolic regression,2019,21
Almoctar Hassoumi,Multidimensional Data Exploration by Explicitly Controlled Animation,2017,14
Almoctar Hassoumi,Uncertainty visualization of gaze estimation to support operator-controlled calibration,2017,6
Almoctar Hassoumi,Eye Gesture in a Mixed Reality Environment,2019,5
Almoctar Hassoumi,Interactive Trajectory Modification and Generation with FPCA,2020,4
Almoctar Hassoumi,Detecting ambient/focal visual attention in professional airline pilots with a modified Coefficient K: a full flight simulator study,2020,3
Almoctar Hassoumi,EyeFlow: Pursuit Interactions Using an Unmodified Camera,2019,3
Almoctar Hassoumi,Thermal Imaging of the Face: Mental Workload Detection in Flight Simulator,2022,1
Almoctar Hassoumi,Interactive shape based brushing technique for trail sets,2019,1
