Author Name,Title,Year,Citations
Luis Martín Sánchez-Adame,Supporting student-teacher interaction through a chatbot,2020,38
Luis Martín Sánchez-Adame,A model to develop chatbots for assisting the teaching and learning process,2022,29
Luis Martín Sánchez-Adame,Measuring anticipated and episodic UX of tasks in social networks,2020,10
Luis Martín Sánchez-Adame,Towards a Set of Heuristics for Evaluating Chatbots,2021,7
Luis Martín Sánchez-Adame,Towards a Set of Design Guidelines for Multi-device Experience,2019,6
Luis Martín Sánchez-Adame,An approach to the classification of educational chatbots,2022,5
Luis Martín Sánchez-Adame,AUX and UX Evaluation of User Tools in Social Networks,2018,5
Luis Martín Sánchez-Adame,UX evaluation over time: user tools in social networks,2018,3
Luis Martín Sánchez-Adame,An architecture for collaborative terrain sketching with mobile devices,2021,2
Luis Martín Sánchez-Adame,Towards an AUX Evaluation Framework for User Tools in Virtual Communities,2018,2
Luis Martín Sánchez-Adame,Consistency in Multi-device Environments: A Case Study,2019,1
Luis Martín Sánchez-Adame,Framework for Ethically Designed Microtransactions in the Metaverse,2023,0
Luis Martín Sánchez-Adame,Achieve Your Goal Without Dying in the Attempt: Developing an Area-Based Support for Nomadic Work,2023,0
Luis Martín Sánchez-Adame,Towards an Interaction Design Framework for IoT Healthcare Systems,2023,0
Luis Martín Sánchez-Adame,"Epistemology of anticipated user experience: task, user and heuristic approaches",2021,0
Luis Martín Sánchez-Adame,The Man in the Besieged Castle: Heuristic Evaluation of Home Security Systems,2020,0
Luis Martín Sánchez-Adame,Heurísticas de coherencia para el diseño de meta-interfaces de usuario,2016,0
Hawkar Oagaz,Performance improvement and skill transfer in table tennis through training in virtual reality,2021,53
Hawkar Oagaz,VRInsole: An unobtrusive and immersive mobility training system for stroke rehabilitation,2018,21
Hawkar Oagaz,Real-time posture feedback for effective motor learning in table tennis in virtual reality,2022,20
Hawkar Oagaz,Neurocognitive assessment in virtual reality through behavioral response analysis,2018,12
Hawkar Oagaz,Corner-based square fiducial marker detection for hand-manipulated AR objects,2021,2
Hawkar Oagaz,Motor Skill Training in Virtual Reality and Skill Transfer via Effective Feedback Modalities,2022,0
Hawkar Oagaz,"A Smartphone Application for Automated Decision Support in Cognitive Task Based Evaluation of Central Nervous System Motor Disorders................ A. Lauraitis, R …",N/A,0
Angela,"Pengelompokkan Data Bencana Alam Berdasarkan Wilayah, Waktu, Jumlah Korban dan Kerusakan Fasilitas Dengan Algoritma K-Means",2020,31
Angela,PENGUKURAN KUALITAS WEBSITE PENJUALAN TIKET DENGAN MENGGUNAKAN METODE MCCALL,2020,17
Angela,E-learning acceptance analysis using technology acceptance model (Tam) (case study: Stmik mikroskil),2018,15
Angela,PERENCANAAN STRATEGIS SISTEM DAN TEKNOLOGI INFORMASI PADA STMIK–STIE MIKROSKIL MENGGUNAKAN METODE WARD & PEPPARD,2019,13
Angela,Evaluasi Desain Antarmuka Portal Akademik Menggunakan Metode Heuristic Evaluation,2019,11
Angela,A Proposed of IT Governance Model for Manage Suppliers and Operations Using COBIT 5 Framework,2019,7
Angela,Evaluasi User Experience Platform Video Communication dengan User Experience Questionaire (UEQ),2021,5
Angela,Rancang Bangun Sistem Informasi Manajemen Aset “SIMA+” Berbasis User Centred Design (UCD),2021,3
Angela,USER EXPERIENCE EVALUATION ON MUSIC STREAMING APPLICATIONS WITH UEQ METHOD,2022,2
