Author Name,Title,Year,Citations
Rufat Rzayev,"Reading on smart glasses: The effect of text position, presentation type and walking",2018,89
Rufat Rzayev,"Notification in VR: The Effect of Notification Placement, Task, and Environment",2019,70
Rufat Rzayev,Virtual reality on the go?: a study on social acceptance of VR glasses,2018,58
Rufat Rzayev,"Designing consistent gestures across device types: Eliciting rsvp controls for phone, watch, and glasses",2018,51
Rufat Rzayev,Effects of Position and Alignment of Notifications on AR Glasses during Social Interaction,2020,34
Rufat Rzayev,Using eye-tracking to support interaction with layered 3D interfaces on stereoscopic displays,2014,27
Rufat Rzayev,Reading in VR: The Effect of Text Presentation Type and Location,2021,25
Rufat Rzayev,Forschung zur Digitalisierung in der kulturellen Bildung,2019,24
Rufat Rzayev,RSVP on the go: implicit reading support on smart watches through eye tracking,2016,23
Rufat Rzayev,Embodied notifications: implicit notifications through electrical muscle stimulation,2016,20
Rufat Rzayev,Fostering Virtual Guide in Exhibitions,2019,15
Rufat Rzayev,The Effect of Presence and Appearance of Guides in Virtual Reality Exhibitions,2019,14
Rufat Rzayev,PEARL: Physical Environment based Augmented Reality Lenses for In-Situ Human Movement Analysis,2023,9
Rufat Rzayev,On the Need for Standardized Methods to Study the Social Acceptability of Emerging Technologies,2018,9
Rufat Rzayev,Effects of position of real-time translation on AR glasses,2020,8
Rufat Rzayev,Impact of reviewing lifelogging photos on recalling episodic memories,2016,8
Rufat Rzayev,ABOVE & BELOW: Investigating Ceiling and Floor for Augmented Reality Content Placement,2022,7
Rufat Rzayev,Memory Augmentation Through Lifelogging: Opportunities and Challenges,2021,7
Rufat Rzayev,ReflectiveDiary: Fostering Human Memory through Activity Summaries Created from Implicit Data Collection,2018,5
Rufat Rzayev,NotiModes: an investigation of notification delay modes and their effects on smartphone users,2020,4
Rufat Rzayev,It's Not Always Better When We're Together: Effects of Being Accompanied in Virtual Reality,2020,3
Rufat Rzayev,GhostVR: Enhancing Co-Presence in Social Virtual Environments,2018,3
Rufat Rzayev,Investigation of an Ambient and Pervasive Smart Wall Calendar with Event Suggestions,2018,1
Rufat Rzayev,How Does Explainability Look in Hybrid User Interfaces?,2023,0
Rufat Rzayev,"Appendix of Manuscript"" Pearl: Physical Environment based Augmented Reality Lenses for In-Situ Human Movement Analysis",2023,0
Rufat Rzayev,Gestaltungsrichtlinien für virtuelle Ausstellungsräume zur kulturellen Bildung (GEVAKUB): Schlussbericht,2021,0
Rufat Rzayev,Displaying text using head-mounted displays,2021,0
Erin Beneteau,Communication breakdowns between families and Alexa,2019,200
Erin Beneteau,Parenting with Alexa: exploring the introduction of smart speakers on family dynamics,2020,102
Erin Beneteau,Functional performance using eye control and single switch scanning by people with ALS,2010,38
Erin Beneteau,Assumptions checked: How families learn about and use the echo dot,2020,35
Erin Beneteau,Broken down by bias: Healthcare biases experienced by BIPOC and LGBTQ+ patients,2021,33
