Author Name,Title,Year,Citations
Miroslav Macík,"Context-sensitive, cross-platform user interface generation",2014,47
Miroslav Macík,Cognitive aspects of spatial orientation,2018,35
Miroslav Macík,On distributed concern delivery in user interface design,2015,26
Miroslav Macík,Daisy: a friendly conversational agent for older adults,2020,21
Miroslav Macík,Testing the usability and accessibility of smart tv applications using an automated model-based approach,2020,21
Miroslav Macík,Smartphoneless context-aware indoor navigation,2016,15
Miroslav Macík,How can ict help the visually impaired older adults in residential care institutions: The everyday needs survey,2017,14
Miroslav Macík,In-hospital navigation system for people with limited orientation,2014,14
Miroslav Macík,Software architecture for a distributed in-hospital navigation system,2015,13
Miroslav Macík,Interactive tactile map as a tool for building spatial knowledge of visually impaired older adults,2020,12
Miroslav Macík,Breathing friend: Tackling stress through portable tangible breathing artifact,2017,10
Miroslav Macík,Platform-aware rich-form generation for adaptive systems through code-inspection,2013,10
Miroslav Macík,Bio-inspired aircraft control,2018,8
Miroslav Macík,Comparison of Joystick guidance methods,2019,7
Miroslav Macík,Automatic user interface generation,2016,7
Miroslav Macík,User interfaces for the digital home on the basis of open industrial standards,2008,7
Miroslav Macík,Perception of tactile symbols by visually impaired older adults,2019,6
Miroslav Macík,Tactile symbols for visually impaired older adults,2018,6
Miroslav Macík,Context Sensitive Navigation in Hospitals,2013,6
Miroslav Macík,Development framework for pervasive computing applications,2009,6
Miroslav Macík,Reaction to directional vibrations applied on a joystick,2018,5
Miroslav Macík,Susy: Surveillance system for hospitals,2017,5
Miroslav Macík,Efficient description and cache performance in aspect-oriented user interface design,2014,5
Miroslav Macík,Quido: Arcade Game with Thermo-Haptic Feedback,2013,5
Miroslav Macík,Context model for ability-based automatic UI generation,2012,5
Miroslav Macík,Context model for ability-based automatic ui generation,2012,5
Miroslav Macík,Ui generation for data visualisation in heterogenous environment,2011,5
Miroslav Macík,Reprobooktor: A concept of audiobook player for visually impaired older adults,2018,4
Miroslav Macík,CoBoard flowers: An interactive installation for Prague spring international music festival,2016,4
Miroslav Macík,Game aspects in collaborative navigation of blind travelers,2016,4
Miroslav Macík,An initial study of effects of temporary disabilities,2012,4
Miroslav Macík,Interactive modular tactile maps of rooms for older adults with vision impairments,2021,3
Miroslav Macík,Pilot-aircraft haptic feedback tests,2020,3
Miroslav Macík,User interface generator,2009,3
Miroslav Macík,Flight test of Pilot-Aircraft haptic feedback system,2019,2
Miroslav Macík,GraFooSha: Food sharing for senior users,2015,2
Miroslav Macík,Smart Home User Interfaces for Elderly and People with Disabilities,2012,2
Miroslav Macík,Addinpanel: Adaptive advertising interactive panel,2013,1
Miroslav Macík,Multi-touch Table with Image Capturing,2011,1
Miroslav Macík,12HOME: INCLUDING ELDERLY PEOPLE IN THE INFORMATION SOCIETY BY MEANS OF INTUITIVE USER INTERFACES,2008,1
Miroslav Macík,More Haptic Aircraft,2024,0
Miroslav Macík,Learning Effect in Joystick Tactile Guidance,2024,0
Miroslav Macík,Mid-air Haptic Cursor for Physical Objects,2023,0
Miroslav Macík,Proceedings of the 25th Bilateral Student Workshop CTU Prague and HTW Dresden-User Interfaces & Visualization,2023,0
Miroslav Macík,24th Bilateral Student Workshop CTU Prague and HTW Dresden-User Interfaces & Visualization,2022,0
Miroslav Macík,Supporting personalized care of older adults with vision and cognitive impairments by user modeling,2019,0
Miroslav Macík,Proceedings of the 23th Bilateral Student Workshop CTU Prague,2019,0
Miroslav Macík,19th Bilateral Student Workshop CTU Prague,2016,0
Miroslav Macík,Digital Household User Interfaces for Seniors.,2009,0
Miroslav Macík,User Interface Generator Generátor uživatelských rozhraní,2009,0
Miroslav Macík,D1. 3: Scenario Description Report,N/A,0
