Author Name,Title,Year,Citations
Michael L. Rivera,Stretching the bounds of 3D printing with embedded textiles,2017,138
Michael L. Rivera,Desktop Electrospinning: A Single Extruder 3D Printer for Producing Rigid Plastic and Electrospun Textiles,2019,44
Michael L. Rivera,Statelens: A reverse engineering solution for making existing dynamic touchscreens accessible,2019,34
Michael L. Rivera,"Input, output and construction methods for custom fabrication of room-scale deployable pneumatic structures",2019,22
Michael L. Rivera,Hydrogel-textile composites: Actuators for shape-changing interfaces,2020,19
Michael L. Rivera,Not just a pretty face: Three-dimensional printed custom airway management devices,2016,16
Michael L. Rivera,Optistructures: fabrication of room-scale interactive structures with embedded fiber bragg grating optical sensors and displays,2020,13
Michael L. Rivera,MaxiFab: Applied fabrication to advance period technologies,2018,11
Michael L. Rivera,Designing a Sustainable Material for 3D Printing with Spent Coffee Grounds,2023,9
Michael L. Rivera,Aided nonverbal communication through physical expressive objects,2021,8
Michael L. Rivera,Predicting well-being using short ecological momentary audio recordings,2021,6
Michael L. Rivera,Project paalm: Phalangeal angle approximation through the leap motion controller,2010,2
Michael L. Rivera,A Computational Design Pipeline to Fabricate Sensing Network Physicalizations,2023,1
Michael L. Rivera,Digital Fabrication Techniques for 3D Printing with Everyday Materials,2021,1
Michael L. Rivera,Nonverbal Communication through Expressive Objects,2023,0
Michael L. Rivera,"Cartoonimator: A Low-cost, Paper-based Animation Kit for Computational Thinking",2023,0
Michael L. Rivera,From Image to Device: A Case Study on 3D Printing for Patient-specific Care,2014,0
Savvas Petridis,Where is your evidence: Improving fact-checking by justification modeling,2018,156
Savvas Petridis,AngleKindling: Supporting Journalistic Angle Ideation with Large Language Models,2023,44
Savvas Petridis,Visiblends: A flexible workflow for visual blends,2019,35
Savvas Petridis,PopBlends: Strategies for Conceptual Blending with Large Language Models,2023,28
Savvas Petridis,TastePaths: Enabling Deeper Exploration and Understanding of Personal Preferences in Recommender Systems,2022,16
Savvas Petridis,PromptInfuser: Bringing User Interface Mock-ups to Life with Large Language Models,2023,12
