Author Name,Title,Year,Citations
Molly Q Feldman,MultiPL-E: A Scalable and Polyglot Approach to Benchmarking Neural Code Generation,2023,63
Molly Q Feldman,Automatic Diagnosis of Students' Misconceptions in K-8 Mathematics,2018,32
Molly Q Feldman,How We Write with Crowds,2021,19
Molly Q Feldman,Towards Answering “Am I on the Right Track?” Automatically using Program Synthesis,2019,19
Molly Q Feldman,StudentEval: A Benchmark of Student-Written Prompts for Large Language Models of Code,2023,15
Molly Q Feldman,How Beginning Programmers and Code LLMs (Mis) read Each Other,2024,1
Yansen Theopilus,Analisis Risiko Produk Alat Pelindung Diri (APD) Pencegah Penularan COVID-19 untuk Pekerja Informal di Indonesia,2020,106
Yansen Theopilus,Pengembangan kemasan makanan untuk menghasilkan user experience yang positif: Studi kasus pada salah satu UMKM makanan di Kota Bandung,2019,9
Yansen Theopilus,Customer experience analysis of cosmetics retail store on millennial women,2021,8
Yansen Theopilus,Persuasive-universal design model for creating user experience in product to solve behavior problems,2018,8
Yansen Theopilus,Development of A Special Material Handling Tool to Minimize Physical and Mental Workload of The Crank Case Production Operator on Motorcycle Manufacturing Factory in Indonesia,2018,5
Yansen Theopilus,Pemetaan kemasan produk UMKM,2018,4
Yansen Theopilus,Desain Interaksi: Fundamental dan Proses,2022,2
Yansen Theopilus,Eye Tracking Analysis of Airport Flight Information Display System (FIDS) to Improve The Information Search Efficiency,2020,2
Yansen Theopilus,Analisis Risiko Produk Alat Pelindung Diri (APD) Pencegahan Penularan COVID-19 Pekerja Infornal di Indonesia,2020,2
Yansen Theopilus,Pengembangan Sistem Persuasif pada Smartphone untuk Mengatasi Perilaku Kecanduang Smartphone pada Anak menggunakan Metode Design with Intent (DwI),2022,1
Yansen Theopilus,Development of Low-Cost Multi-Input Automated Storage and Retrieval System (AS/RS) for Educational Purposes,2020,1
Yansen Theopilus,"The Analysis and Recommendation of Size, Location, and Dynamic Element on Website Advertising Effectiveness Using Eye Tracking",2018,1
Yansen Theopilus,An Investigation on Eye Tracking Indicators to Detect Alertness on Inspection Jobs with Sleep Limits and Gender Differences,2023,0
Yansen Theopilus,ANALISIS INDIKATOR EYE TRACKING UNTUK MENDETEKSI KEWASPADAAN YANG DIPENGARUHI PEMBATASAN DURASI TIDUR DAN WAKTU PEMERIKSAAN,2023,0
Yansen Theopilus,The Effect of Sex Differences and Experience of Using Virtual Reality on Presence,2023,0
Yansen Theopilus,Development of Collapsible Motorcycle Helmet for Motorcycle Users in Indonesia,2023,0
Yansen Theopilus,Arduino-Based Development of Automatic Body Posture Measuring Device for Rapid Entire Body Assessment Method,2023,0
Yansen Theopilus,ANALISIS KINERJA BERDASARKAN PERBEDAAN REALITAS DAN TINGKAT KESULITAN TUGAS: STUDI KASUS PADA PERAKITAN REPETITIF,2023,0
Yansen Theopilus,Designing persuasive technology applications to solve human behavior problems: Enhancing better lifestyle on millennials,2023,0
Yansen Theopilus,Helm Lipat Ergonomis untuk Pengendara Sepeda Motor,2022,0
Yansen Theopilus,Paten Dan Kekayaan Intelektual,2022,0
Yansen Theopilus,Analysis of Customer Preferences and Satisfaction of Video Conferencing Applications for Productive Activities Using Kano Model,2021,0
Yansen Theopilus,Alat Pelindung diri Portabel Untuk Keselamatan Penumpang Kendaraan Umum,2021,0
Yansen Theopilus,Belajar Teknik Industri – Biomekanika Kerja,2021,0
Yansen Theopilus,Belajar Teknik Industri – Sampling Pekerjaan,2021,0
Yansen Theopilus,Belajar Teknik Industri - Pengukuran Waktu Standar Kerja,2021,0
Yansen Theopilus,Development Of a Persuasive and Universal Wearable Device to Promote Healthy Behavior and Enhance Exercise Self-Efficacy,2021,0
Yansen Theopilus,Modul Perancangan Kemasan Makanan Dan Minuman Untuk UMKM,2020,0
Yansen Theopilus,Perancangan Kemasan Makanan Dan Minuman Untuk UMKM,2020,0
Yansen Theopilus,Pengembangan Participatory Coaching Pelaku UMKM Berdasarkan Pendekatan Service Experience: Studi pada UMKM Binaan Kota Bandung,2019,0
Yansen Theopilus,Analisis Customer Experience Wanita Milenial Pada Retail Kosmetik X Menggunakan Eye Tracking Dan In-Depth Interview,2019,0
Yansen Theopilus,Pendampingan UMKM Kadin Kota Bandung untuk merancang kemasan produk,2019,0
Yansen Theopilus,Personal Home Device Development to Support Elderly with Dementia to Live Independently,2018,0
Yansen Theopilus,Perangkat Personal Penunjang Lansia yang Mengalami Demensia untuk Hidup Mandiri,2018,0
Yansen Theopilus,Perancangan alat penunjang olahraga persuasif yang universal untuk menunjang perilaku berolahraga secara teratur,2018,0
Tarfah Alrashed,An observational study of usability in collaborative tangible interfaces for complex planning systems,2015,35
Tarfah Alrashed,The lifetime of email messages: A large-scale analysis of email revisitation,2018,31
Tarfah Alrashed,Perception of speaker personality traits using speech signals,2018,28
Tarfah Alrashed,Scrapir: making web data apis accessible to end users,2020,18
Tarfah Alrashed,Dataset or Not? A study on the veracity of semantic markup for dataset pages,2021,9
Tarfah Alrashed,Evaluating user actions as a proxy for email significance,2019,9
Tarfah Alrashed,Extending a reactive expression language with data update actions for end-user application authoring,2018,5
Tarfah Alrashed,Wikxhibit: Using HTML and Wikidata to Author Applications that Link Data Across the Web,2022,3
Tarfah Alrashed,Shapir: standardizing and democratizing access to web APIs,2021,3
Tarfah Alrashed,Prototyping Complex Systems: A Diary Study Approach to Understand the Design Process,2016,2
Tarfah Alrashed,Collaborative Tangible Interface (CoTI) for Complex Decision Support Systems,2015,2
Tarfah Alrashed,Discovering datasets on the web scale: Challenges and recommendations for Google Dataset Search,2024,1
Tarfah Alrashed,Visual exploration patterns in information visualizations: Insights from eye tracking,2017,1
Tarfah Alrashed,Social communities in urban mobility systems,2016,1
Tarfah Alrashed,Coding Schemes for Observational Studies of Usability in Collaborative Tangible User Interfaces,2015,1
Tarfah Alrashed,Systems to Democratize and Standardize Access to Web APIs,2021,0
Jaemarie Solyst,“It feels like I am talking into a void”: Understanding interaction gaps in synchronous online classrooms,2021,53
Jaemarie Solyst,Engaging students with instructor solutions in online programming homework,2020,16
Jaemarie Solyst,Peer-designed active learning modules as a strategy to improve confidence and comprehension within introductory computer science,2020,8
Jaemarie Solyst,“I Would Like to Design”: Black Girls Analyzing and Ideating Fair and Accountable AI,2023,7
Jaemarie Solyst,“I Want to Be Unique From Other Robots”: Positioning Girls as Co-creators of Social Robots in Culturally-Responsive Computing Education,2023,7
Jaemarie Solyst,Procrastination and gaming in an online homework system of an inverted CS1,2021,7
Jaemarie Solyst,Investigating Girls’ Perspectives and Knowledge Gaps on Ethics and Fairness in Artificial Intelligence in a Lightweight Workshop,2022,6
Jaemarie Solyst,Exploring additional personalized support while attempting exercise problems in online learning platforms,2021,6
Jaemarie Solyst,The design of co-robotic games for computer science education,2021,5
Jaemarie Solyst,Unwritten magic: Participatory design of AI Dialogue to empower marginalized voices,2022,4
Jaemarie Solyst,Agentic Engagement with a Programmable Dialog System,2021,4
Jaemarie Solyst,Running an Online Synchronous Culturally Responsive Computing Camp for Middle School Girls,2022,3
Jaemarie Solyst,"""It is the Future"": Exploring Parent Perspectives of CS Education",2022,3
Jaemarie Solyst,Characterizing and influencing students' tendency to write self-explanations in online homework,2020,3
Jaemarie Solyst,Engaging Students with Instructor Solutions in Online Programming Homework,2020,3
Jaemarie Solyst,Explaining Engagement: Learner Behaviors in a Virtual Coding Camp,2021,2
Jaemarie Solyst,Negotiating Systemic Racial and Gender Bias as a Minoritized Adult Design Researcher.,2021,2
Jaemarie Solyst,"It Feels Like I Am Talking into a Void”: Understanding Interaction Gaps in Synchronous Online Classrooms. Association for Computing Machinery, New York, NY, USA, 1–9",2021,2
Jaemarie Solyst,The Potential of Diverse Youth as Stakeholders in Identifying and Mitigating Algorithmic Bias for a Future of Fairer AI,2023,1
Jaemarie Solyst,“What's Your Name Again?”: How Race and Gender Dynamics Impact Codesign Processes and Output,2023,1
Jaemarie Solyst,“I'm a little less inclined to do it”: How Afterschool Programs’ Culture Impact Co-Design Processes and Outcomes,2023,1
Jaemarie Solyst,"Making Sense of Machine Learning: Integrating Youth's Conceptual, Creative, and Critical Understandings of AI",2023,1
Jaemarie Solyst,Booklet-Based Design Fiction to Support AI Literacy,2023,1
Jaemarie Solyst,Understanding Instructors' Cultivation of Connectedness in K-12 Online Synchronous Culturally Responsive STEM and Computing Education,2022,1
Jaemarie Solyst,Data Detectives: A Tabletop Card Game About Training Data,2022,1
Jaemarie Solyst,Insights from Virtual Culturally Responsive Computing Camps,2022,1
Jaemarie Solyst,Culturally Responsive Personalized Learning: Recommendations for a Working Definition and Framework,2023,0
Jaemarie Solyst,Comparative Design-Based Research: How Afterschool Programs Impact Learners' Engagement with a Video Game Codesign,2023,0
Jaemarie Solyst,Intergenerational Games to Learn About AI and Ethics,2023,0
Jaemarie Solyst,Negotiating Systemic Racial and Gender Bias as a Minoritized Adult Design Researcher,2021,0
Jaemarie Solyst,Investigating the impact of social and biological cues in children's perception of humanoid robots.,2020,0
Jaemarie Solyst,The instructor reads what you write: Encouraging introductory programming students to engage in self-explanation online,2019,0
Jaemarie Solyst,Redundant Persistent Acyclic Formations for Vision-Based Control of Distributed Multi-Agent Formations,2019,0
Diyi Liu,Social bots’ sentiment engagement in health emergencies: A topic-based analysis of the COVID-19 pandemic discussions on Twitter,2020,78
Diyi Liu,An examination of factors contributing to the acceptance of online health misinformation,2021,69
Diyi Liu,How to Obtain Social Support in Online Support Forums? The Effects of Structural Social Capital and Politeness Principle,2021,2
Diyi Liu,Attracting Effective Support on Social Networking Sites: Examining Three Characteristics of Online Support-Seeking Messages,2023,0
Diyi Liu,From Monologue to Dialogue: Reimagining Intercultural Communication Studies in the Context of the Belt and Road Initiative,2022,0
"Oluyemi Folorunso Ayanbode, PhD",Use of indigenous knowledge by rural women in the development of Ogun State: agriculture and food production,2008,54
"Oluyemi Folorunso Ayanbode, PhD",Use of indigenous knowledge by women in a Nigerian rural community,2009,43
"Oluyemi Folorunso Ayanbode, PhD","Students’ interactions, satisfaction and perceived progress in an online class: Empirical evidence from Babcock university Nigeria",2022,20
"Oluyemi Folorunso Ayanbode, PhD",Collaborative Technologies and Knowledge Management in Psychiatric Hospitals in South West Nigeria,2020,18
"Oluyemi Folorunso Ayanbode, PhD",Library Digitisation: A Strategy to Bridge Information and Knowledge Divides,2011,7
