Author Name,Title,Year,Citations
A S M Sharifuzzaman Sagar,Low-Latency Haptic Open Glove for Immersive Virtual Reality Interaction,2021,24
A S M Sharifuzzaman Sagar,Smart IoT biofloc water management system using decision regression tree,2022,9
A S M Sharifuzzaman Sagar,Prospects of Hyperloop Transportation Technology: A Case of China,2019,5
A S M Sharifuzzaman Sagar,MSA R-CNN: A comprehensive approach to remote sensing object detection and scene understanding,2024,4
A S M Sharifuzzaman Sagar,An automatic fine-grained violence detection system for animation based on modified faster R-CNN,2024,2
A S M Sharifuzzaman Sagar,Deep Learning Based Underground Sewer Defect Classification Using a Modified RegNet,2023,2
A S M Sharifuzzaman Sagar,Drowsiness detection using combined neuroimaging: Overview and Challenges,2022,2
A S M Sharifuzzaman Sagar,Relative position estimation using loosely-coupled UWB-IMU fusion for AR interface,2022,1
A S M Sharifuzzaman Sagar,The role of IoT in digitalizing mining sector of Bangladesh,2021,1
A S M Sharifuzzaman Sagar,Managing IoT to Establish Smart Cities for Sustainable Development,2019,1
A S M Sharifuzzaman Sagar,BayesNet: Enhancing UAV-Based Remote Sensing Scene Understanding with Quantifiable Uncertainties,2024,0
A S M Sharifuzzaman Sagar,Electronic device for estimating relative position and pose and operating method of the same,2024,0
A S M Sharifuzzaman Sagar,Relative-Position Estimation Based on Loosely Coupled UWB-IMU Fusion for Wearable IoT Devices,2023,0
A S M Sharifuzzaman Sagar,Heart Rate Variability-Based Drowsiness Detection System: An Edge Computing Approach,2023,0
A S M Sharifuzzaman Sagar,IRHA: An Intelligent RSSI Based Home Automation System,2021,0
Shanduojiao Jiang,To explain or not to explain: A study on the necessity of explanations for autonomous vehicles,2020,44
Shanduojiao Jiang,Autopreview: A framework for autopilot behavior understanding,2021,6
Shanduojiao Jiang,Can AI decrypt fashion jargon for you?,2020,1
Shanduojiao Jiang,Palo Alto Streets Vehicle Detection and Tracking,2022,0
Othman Asiry,Extending attention span of ADHD children through an eye tracker directed adaptive user interface,2015,31
Othman Asiry,Automatic computer science domain multiple-choice questions generation based on informative sentences,2022,7
Othman Asiry,Extending attention span for children ADHD using an attentive visual interface,2018,7
Othman Asiry,Machine learning-based model for accurate identification of druggable proteins using light extreme gradient boosting,2023,4
Othman Asiry,Evaluating the efficacy of using a novel gaze-based attentive user interface to extend ADHD children’s attention span,2023,2
Othman Asiry,Evaluating the efficacy of using a novel gaze-based attentive user interface to extend ADHD children's attention span,2022,0
Othman Asiry,Extending Attention Span for Children with Attention Deficit Hyperactivity Disorder Through a Webcam/Mouse Directed Attentive User Interface,2019,0
Swati Prasad,Speech emotion recognition system using gender dependent convolution neural network,2023,11
Swati Prasad,Feature selection strategy for classification of single-trial EEG elicited by motor imagery,2011,9
Swati Prasad,Fusion multistyle training for speaker identification of disguised speech,2019,7
Swati Prasad,Frame selection for robust speaker identification: A hybrid approach,2017,6
Swati Prasad,Multi-frame rate based multiple-model training for robust speaker identification of disguised voice,2013,6
Swati Prasad,EEG signal classification with super-Dirichlet mixture model,2012,6
Swati Prasad,Multistyle training and fusion for speaker identification of disguised voice,2013,3
Swati Prasad,Multiple frame rates for feature extraction and reliable frame selection at the decision for speaker identification under voice disguise,2016,2
Swati Prasad,Speech Emotion Recognition using Fully Convolutional Network and Augmented RAVDESS Dataset,2023,1
Swati Prasad,Robust Speaker Identification System Under Adverse Conditions,2020,0
Swati Prasad,EFFICIENT AND ROBUST SPEAKER IDENTIFICATION SYSTEM UNDER ADVERSE CONDITIONS,N/A,0
elham gholami,Increasing the accuracy in the diagnosis of stomach cancer based on color and lint features of tongue,2021,21
elham gholami,Webcambased Mobile Robot Path Planning using Voronoi Diagrams and Image Processing,2010,14
elham gholami,Proposing method to Increase the detection accuracy of stomach cancer based on colour and lint features of tongue using CNN and SVM,2020,8
elham gholami,A new hybrid algorithm based on artificial fishes swarm optimization and K-means for cluster analysis,2011,6
elham gholami,Diagnosis of Gastric Cancer via Classification of the Tongue Images using Deep Convolutional Networks,2021,2
Kihoon Son,C-Space: an interactive prototyping platform for collaborative spatial design exploration,2020,30
Kihoon Son,BIGexplore: Bayesian information gain framework for information exploration,2022,6
Kihoon Son,Designer-centric spatial design support,2022,5
Kihoon Son,A framework for multivariate data based floor plan retrieval and generation,2021,4
Kihoon Son,Ambiguous vs. Concrete: Identifying the Effect of Design References with Various Level of Details on Designer's Creativity in the Early Design Phase,2020,3
Kihoon Son,CreativeSearch: Proactive design exploration system with Bayesian information gain and information entropy,2022,2
Kihoon Son,Interior design network of furnishing and color pairing with object detection and color analysis based on deep learning,2021,1
Kihoon Son,"Demystifying Tacit Knowledge in Graphic Design: Characteristics, Instances, Approaches, and Guidelines",2024,0
Kihoon Son,Method and system for providing design feedback,2024,0
Kihoon Son,GenQuery: Supporting Expressive Visual Search with Generative Models,2023,0
Kihoon Son,Moderating Customer Inquiries and Responses to Alleviate Stress and Reduce Emotional Dissonance of Customer Service Representatives,2023,0
Kexin Quan,Harnessing biomedical literature to calibrate clinicians’ trust in AI decision support systems,2023,23
Kexin Quan,Framing creative work: Helping novices frame better problems through interactive scaffolding,2021,15
Kexin Quan,ProbMap: Automatically constructing design galleries through feature extraction and semantic clustering,2021,7
Kexin Quan,CausalMapper: Challenging designers to think in systems with Causal Maps and Large Language Model,2023,6
DIBYENDU BRINTO BOSE,Security misconfigurations in open source kubernetes manifests: An empirical study,2023,21
DIBYENDU BRINTO BOSE,‘under-reported’security defects in kubernetes manifests,2021,16
DIBYENDU BRINTO BOSE,Verifiability package for paper,2022,5
DIBYENDU BRINTO BOSE,An empirical study of vulnerabilities in robotics,2021,5
DIBYENDU BRINTO BOSE,Exercise perceptions: Experience report from a secure software development course,2021,2
DIBYENDU BRINTO BOSE,SL-PseAAC: A super learner based DNA-binding protein prediction model,2022,1
DIBYENDU BRINTO BOSE,What questions do developers ask about Julia?,2022,1
DIBYENDU BRINTO BOSE,StackDPP: a stacking ensemble based DNA-binding protein prediction model,2024,0
DIBYENDU BRINTO BOSE,An empirical study of task infections in Ansible scripts,2024,0
DIBYENDU BRINTO BOSE,Defect Categorization in Compilers: A Multi-vocal Literature Review,2023,0
DIBYENDU BRINTO BOSE,"Come for syntax, stay for speed, understand defects: an empirical study of defects in Julia programs",2023,0
DIBYENDU BRINTO BOSE,Exploring the Barriers and Factors that Influence Debugger Usage for Students,2023,0
DIBYENDU BRINTO BOSE,Vision for a secure Elixir ecosystem: an empirical study of vulnerabilities in Elixir programs,2022,0
DIBYENDU BRINTO BOSE,How Do Students Feel About Automated Security Static Analysis Exercises?,2021,0
DIBYENDU BRINTO BOSE,An Empirical Study of Bioinformatics Topics in Online Forum Discussions,N/A,0
DIBYENDU BRINTO BOSE,EnCyCriS 2021,N/A,0
Mireia Yurrita,Towards a multi-stakeholder value-based assessment framework for algorithmic systems,2022,18
