Author Name,Title,Year,Citations
Milo Marsfeldt Skovfoged,The tales of the Tokoloshe: Safeguarding intangible cultural heritage using virtual reality,2018,21
Milo Marsfeldt Skovfoged,"Dovetailing: safeguarding traditional craftsmanship using virtual, reality",2019,11
Milo Marsfeldt Skovfoged,Save the Yummy Candyland: An Asymmetric Virtual Reality Game,2022,3
Milo Marsfeldt Skovfoged,” Is it There or Not?” Why Augmented White Canes Do Not Need to Provide Detailed Feedback about Obstacles,2022,3
Milo Marsfeldt Skovfoged,The cost of knowing: How obstacle alerts reduce walking speeds of augmented white cane users,2022,2
Milo Marsfeldt Skovfoged,FoodFighters-Improving Memory Retention of Food Items through a Mobile Serious Game,2023,1
Milo Marsfeldt Skovfoged,Emotional design of medical devices: exoskeletons and post-stroke recovery devices,2024,0
Milo Marsfeldt Skovfoged,What The Eyes See And The Mind Wonders-A Comparative Case Study Of Users' Perception Of Medical Devices,2024,0
Milo Marsfeldt Skovfoged,Identifying challenges and opportunities for intelligent data-driven health interfaces to support ongoing care,2023,0
Milo Marsfeldt Skovfoged,Virtual Motor Spaces: Exploring how to amplify movements in VR stroke rehabilitation to aid patients with upper limb hemiparesis,2022,0
Milo Marsfeldt Skovfoged,Designing for Reflection in Telehealth: Chronic Obstructive Pulmonary Disease Patients as Self-Trackers,2022,0
Milo Marsfeldt Skovfoged,“I Have to Do Something About It”-An Exploration of How Dashboards Invoke Self-Reflections in Chronic Obstructive Pulmonary Disease Patients,2022,0
Soyon Kim,Somebody that i used to know: The risks of personalizing robots for dementia care,2021,18
Soyon Kim,Cognitively assistive robots at home: Hri design patterns for translational science,2022,9
Soyon Kim,Hospitals of the Future: Designing Interactive Robotic Systems for Resilient Emergency Departments,2022,8
Soyon Kim,Get smart: Collaborative goal setting with cognitively assistive robots,2023,6
Soyon Kim,Cognitively Assistive Robots at Home: Translating Clinical Interventions to Robots,2022,0
Sayan Chaudhry,Auditing digital platforms for discrimination in economic opportunity advertising,2020,20
Sayan Chaudhry,Design patterns of investing apps and their effects on investing behaviors,2021,19
Sayan Chaudhry,Robinhood’s Forest: A Persuasive Idle Game to Improve Investing Behavior,2022,2
Sayan Chaudhry,Designing Investing Apps to Promote Healthier Trading Habits in Retail Investors,2021,0
Adrian Preussner,Care workers making use of robots: results of a three-month study on human-robot interaction within a care home,2022,34
Adrian Preussner,"Ethical, Legal & Participatory Concerns in the Development of Human-Robot Interaction: Lessons from Eight Research Projects with Social Robots in Real-World Scenarios",2022,5
Adrian Preussner,Falling in Love with a Machine—What Happens if the Only Affection a Person Gets is from Machines?,2022,2
Adrian Preussner,"Examining the Role of"" Green Apps"" in Fostering Community Engagement for Sustainable HCI",2023,0
Adrian Preussner,Learning from Each Other—How Roboticists Learn from Users and How Users Teach Their Robots,2022,0
Adrian Preussner,Financial and Work Process related Perspectives of Social Robots in Care Settings,2022,0
Mostafa Elshamy,Towards robust gaze-based objective quality measures for text,2012,40
Mostafa Elshamy,Fixation: A universal framework for experimental eye movement research✱,2021,0
Mostafa Elshamy,The eyePad - Tom Riddle in the 21st Century,N/A,0
Dr NAGADEEPA CHOPPAKATLA,Embedded Real Time Video Monitoring System using Arm,2013,17
Dr NAGADEEPA CHOPPAKATLA,Artificial Intelligence based Cervical Cancer Risk Prediction Using M1 Algorithms,2022,10
Dr NAGADEEPA CHOPPAKATLA,An efficient framework for 2-dimensional gesture based telugu character recognition,2016,7
Dr NAGADEEPA CHOPPAKATLA,Social Distance Alert System to Control Virus Spread using UWB RTLS in Corporate Environments,2020,5
Dr NAGADEEPA CHOPPAKATLA,Implementation of Gesture Recognition System for Home Automation using FPGA and ARM Controller,2015,1
Dr NAGADEEPA CHOPPAKATLA,On Line English Character Recognition using Raspberry Pi,2017,0
Dr NAGADEEPA CHOPPAKATLA,FPGA Implementation of A Cryptography Technology Using Pseudo Random Number Generator,N/A,0
Dr NAGADEEPA CHOPPAKATLA,Real Time Implementation of Telugu Character Recognition using Raspberry Pi,N/A,0
Dr NAGADEEPA CHOPPAKATLA,ANALYSIS OF INERTIAL SENSOR DATA USING TRAJECTORY RECOGNITION ALGORITHM,N/A,0
Yu-Chun Huang,New chording text entry methods combining physical and virtual buttons on a mobile phone,2014,14
Yu-Chun Huang,Visual and manual loadings with QWERTY-like ambiguous keyboards: Relevance of letter-key assignments on mobile phones,2015,12
Yu-Chun Huang,The comparison of different sensory outputs on the driving overtake alarm system,2011,7
Yu-Chun Huang,Chord input method of handheld device matching with virtual interface and physical buttons and handheld device using the same,2015,4
