Author Name,Title,Year,Citations
Justin Edwards,What makes a good conversation? Challenges in designing truly conversational agents,2019,431
Justin Edwards,"The state of speech in HCI: Trends, themes and challenges",2019,217
Justin Edwards,Mapping perceptions of humanness in intelligent personal assistant interaction,2019,101
Justin Edwards,See what I’m saying? Comparing intelligent personal assistant use for native and non-native language speakers,2020,57
Justin Edwards,Bridging social distance during social distancing: exploring social talk and remote collegiality in video conferencing,2022,53
Justin Edwards,What's in an accent? The impact of accented synthetic speech on lexical choice in human-machine dialogue,2019,45
Justin Edwards,Mental workload and language production in non-native speaker IPA interaction,2020,23
Justin Edwards,Multitasking with Alexa: how using intelligent personal assistants impacts language-based primary task performance,2019,23
Justin Edwards,A need for trust in conversational interface research,2019,22
Justin Edwards,Transparency in language generation: Levels of automation,2020,11
Justin Edwards,Eliciting spoken interruptions to inform proactive speech agent design,2021,10
Justin Edwards,CUI: Conversational user interfaces: A workshop on new theoretical and methodological perspectives for researching speech-based conversational interactions,2020,10
Justin Edwards,Chatbots as unwitting actors,2019,10
Justin Edwards,Home care professionals’ views on working conditions during the COVID-19 pandemic: the case of Ireland,2022,8
Justin Edwards,LGBTQ-AI? Exploring expressions of gender and sexual orientation in chatbots,2021,8
Justin Edwards,Mapping Theoretical and Methodological Perspectives for Understanding Speech Interface Interactions,2019,8
Justin Edwards,Beyond the halo: investigation of trust and functional specificity in automated driving with conversational agents,2022,6
Justin Edwards,"“You, Move There!”: Investigating the Impact of Feedback on Voice Control in Virtual Environments",2021,6
Justin Edwards,Comparing Command Construction in Native and Non-Native Speaker IPA Interaction through Conversation Analysis,2022,5
Justin Edwards,CUI@ IUI: Theoretical and methodological challenges in intelligent conversational user interface interactions,2021,5
Justin Edwards,Audience design and egocentrism in reference production during human-computer dialogue,2023,3
Justin Edwards,Home care workers' views of employment conditions: private for-profit vs public and non-profit providers in Ireland,2023,2
Justin Edwards,Embrace your incompetence! Designing appropriate CUI communication through an ecological approach,2022,1
Justin Edwards,CUI@ Auto-UI: Exploring the Fortunate and Unfortunate Futures of Conversational Automotive User Interfaces,2021,1
Justin Edwards,The Partner Modelling Questionnaire: A validated self-report measure of perceptions toward machines as dialogue partners,2023,0
Justin Edwards,Using Speech to Interrupt Complex Tasks. Understanding Human Spoken Interruptions and Designing Interruptions for Proactive Speech Agents,2023,0
Justin Edwards,Bilingual by default: Voice Assistants and the role of code-switching in creating a bilingual user experience,2022,0
Justin Edwards,"Alexa, Play Fetch! A Review of Alexa Skills for Pets",2021,0
Justin Edwards,“Hey Guguru”: Exploring Non-English Linguistic Barriers for Wake Word Use,2021,0
Justin Edwards,A New Index to Measure Media Multitasking,2017,0
Andrew Garbett,On speculative enactments,2017,206
Andrew Garbett,FeedFinder: A location-mapping mobile application for breastfeeding women,2015,157
Andrew Garbett,I can't get no sleep: discussing #insomnia on twitter,2012,118
Andrew Garbett,Whatfutures: Designing large-scale engagements on Whatsapp,2019,63
Andrew Garbett,App movement: A platform for community commissioning of mobile applications,2016,58
Andrew Garbett,Metadating: exploring the romance and future of personal data,2016,55
Andrew Garbett,"Validating a mobile phone application for the everyday, unobtrusive, objective measurement of sleep",2013,53
Andrew Garbett,Involving Syrian refugees in design research: lessons learnt from the field,2019,51
Andrew Garbett,Care and connect: Exploring dementia-friendliness through an online community commissioning platform,2017,31
Andrew Garbett,Food aid technology: the experience of a Syrian refugee community in coping with food insecurity,2020,30
Andrew Garbett,ThinkActive: designing for pseudonymous activity tracking in the classroom,2018,30
Andrew Garbett,Pre-training strategies and datasets for facial representation learning,2022,24
Andrew Garbett,Factors important for women who breastfeed in public: a content analysis of review data from FeedFinder,2016,24
Andrew Garbett,"Finding"" real people"" trust and diversity in the interface between professional and citizen journalists",2014,22
Andrew Garbett,Integrating health technologies in health services for Syrian refugees in Lebanon: qualitative study,2020,19
Andrew Garbett,Towards understanding people’s experiences of ai computer vision fitness instructor apps,2021,18
Andrew Garbett,"Anti-social media: communicating risk through open data, crime maps and locative media",2014,17
Andrew Garbett,Experiences of Delivering a Public Health Data Service,2017,15
Andrew Garbett,Using social media to drive public engagement with open data,2011,14
Andrew Garbett,Vocalising Violence: Using violent mens' voices for service delivery and feedback,2019,10
Andrew Garbett,A call for embedding dignity in humanitarian technologies,2019,10
Andrew Garbett,""" Protection on that Erection?"" Discourses of Accountability & Compromising Participation in Digital Sexual Health",2018,8
Andrew Garbett,"John Vines, and David S",2017,7
Andrew Garbett,Weaving the Topics of CHI: Using citation network analysis to explore emerging trends,2019,5
Andrew Garbett,A network epidemic model for online community commissioning data,2018,5
Andrew Garbett,"Blockchain for Refugees: Current Uses, Opportunities and Considerations",2018,4
Andrew Garbett,"Designing Community Driven Participatory Platforms: Reconfiguring Roles, Resources, Infrastructure, and Constraints for Community Commissioning",2017,4
Andrew Garbett,How dangerous is your life? Personalising Government open crime data,2012,3
Andrew Garbett,CryptoCam: Privacy Conscious Open Circuit Television,2020,2
Andrew Garbett,"Fearsquare:: hacking open crime data to critique, jam and subvert the'aesthetic of danger'",2014,2
Andrew Garbett,Exploring Digital Communication Needs of Local Communities and Self-organized Collectives,2023,0
Andrew Garbett,I don’t know what I’m looking for: Better understanding public usage and behaviours with Tyne & Wear Archives & Museums online collections,2016,0
Andrew Garbett,Collaborative Development for the XO Laptop: CODEX 2,2010,0
Andrew Garbett,Type of paper: Original Paper Title: Integrating Health technologies in Health Services for Syrian Refugees in Lebanon: a Qualitative study,N/A,0
Andrew Garbett,"동영상 콘텐츠 간의 순서 관계를 이용한 프리페칭 시스템 문양찬, 임민규, 김형석, 김지인",N/A,0
Andrew Garbett,App Movement: Collaborative Design of Mobile Applications for Communities,N/A,0
Fisnik Dalipi,MOOC dropout prediction using machine learning techniques: Review and research challenges,2018,251
Fisnik Dalipi,Sentiment analysis of students’ feedback with NLP and deep learning: A systematic mapping study,2021,136
Fisnik Dalipi,Security and privacy considerations for IoT application on smart grids: Survey and research challenges,2016,127
Fisnik Dalipi,User behaviour analysis on LMS and MOOC,2015,48
Fisnik Dalipi,Data-driven machine learning model in district heating system for heat load prediction: A comparison study,2016,41
Fisnik Dalipi,An analysis of social collaboration and networking tools in elearning,2016,41
Fisnik Dalipi,Predicting student dropout in a MOOC: An evaluation of a deep neural network model,2019,39
Fisnik Dalipi,The Dawn of the Human-Machine Era: A forecast of new and emerging language technologies.,2021,31
Fisnik Dalipi,Towards understanding the MOOC trend: pedagogical challenges and business opportunities,2016,28
Fisnik Dalipi,Analyzing the speed of combined cryptographic algorithms with secret and public key,2013,28
Fisnik Dalipi,Sentiment Analysis of Students’ Feedback in MOOCs: A Systematic Literature Review,2021,25
Fisnik Dalipi,An analysis of learner experience with MOOCs in mobile and desktop learning environment,2017,23
Fisnik Dalipi,Going digital as a result of COVID-19: Insights from students’ and teachers’ impressions in a Swedish university,2022,22
Fisnik Dalipi,Cutting-edge communication and learning assistive technologies for disabled children: An artificial intelligence perspective,2022,21
Fisnik Dalipi,Impact of assistive technologies to inclusive education and independent life of down syndrome persons: a systematic literature review and research agenda,2022,17
Fisnik Dalipi,Rethinking the conventional learning paradigm towards MOOC based flipped classroom learning,2017,17
Fisnik Dalipi,Analysis of online social networks posts to investigate suspects using SEMCON,2015,16
Fisnik Dalipi,The impact of environmental factors to skiing injuries: Bayesian regularization neural network model for predicting skiing injuries,2015,13
Fisnik Dalipi,"Advances in human factors, business management, training and education",2016,12
Fisnik Dalipi,What users tweet on NFTs: mining Twitter to understand NFT-related concerns using a topic modeling approach,2022,9
Fisnik Dalipi,Advances in human factors in sports and outdoor recreation,2017,9
Fisnik Dalipi,Remote education trajectories for learners with special needs during the COVID-19 outbreak: An accessibility analysis of the learning platforms,2022,8
Fisnik Dalipi,Open government data through the lens of universal design,2020,8
Fisnik Dalipi,A new modified sorting algorithm: a comparison with state of the art,2017,8
Fisnik Dalipi,On integration of ontologies into e-learning systems,2014,8
Fisnik Dalipi,A systematic literature review on blockchain-based systems for academic certificate verification,2023,7
Fisnik Dalipi,Determinants of e-business and ICT adoption among SMEs in Macedonia: An application of TOE framework,2011,7
Fisnik Dalipi,Exploring the Impact of Social Learning Networks in M-Learning: A Case Study in a University Environment,2017,6
Fisnik Dalipi,An intelligent model for predicting the occurrence of skiing injuries,2015,6
Fisnik Dalipi,A New Ski Injury Registration System Architecture Using Mobile Applications to Enhance Skiing Safety.,2016,5
Fisnik Dalipi,Investigating learning experience of MOOCs learners using topic modeling and sentiment analysis,2021,4
Fisnik Dalipi,Increasing the understandability and explainability of machine learning and artificial intelligence solutions: a design thinking approach,2021,4
Fisnik Dalipi,"Learning and collaboration technologies: third international conference, LCT 2016, held as part of HCI International 2016, Toronto, ON, Canada, July 17-22, 2016, proceedings",2016,4
Fisnik Dalipi,"Knowledge, Technology and Innovation (KTI): Opportunities, issues and challenges of KTI transfer between Norway and the Balkans countries",2015,4
Fisnik Dalipi,Tackling the sustainability of digital aging innovations through design thinking and systems thinking perspectives,2021,3
Fisnik Dalipi,Bridging the gap between academia and industry: Lessons learned from a graduate it professional development program,2017,3
Fisnik Dalipi,A novel system architecture for efficient management of skiing injuries,2015,3
Fisnik Dalipi,"Social Computing and Social Media: 7th International Conference, SCSM 2015, Held as Part of HCI International 2015, Los Angeles, CA, USA, August 2-7, 2015, Proceedings",2015,3
Fisnik Dalipi,Implementing and using new e-testing system to increase the effectiveness of learning in primary schools of Macedonia,2012,3
Fisnik Dalipi,Security and Privacy Issues in IoT-Based Smart Grids: A Case Study in a Digital Substation,2021,2
Fisnik Dalipi,A cloud computing framework for smarter district heating systems,2015,2
Fisnik Dalipi,A Machine learning approach to increase energy efficiency in district heating systems,2015,2
Fisnik Dalipi,Semantic information retrieval from heterogeneous environments,2013,2
Fisnik Dalipi,Towards an integrated model of optimizing the efficiency of IT in organizations,2011,2
Fisnik Dalipi,Open Data Based Digital Platform for Regional Growth and Development in Norway: A Heuristic Evaluation of the User Interface,2019,1
Fisnik Dalipi,Analytics-Driven Digital Platform for Regional Growth and Development: A Case Study from Norway,2019,1
Fisnik Dalipi,Plugin: A Crowdsourcing Mobile App for Easy Discovery of Public Charging Outlets,2019,1
Fisnik Dalipi,Integrating MOOCs in Regular Higher Education: Challenges and Opportunities from a Scandinavian Perspective,2018,1
Fisnik Dalipi,Enhancing the Learner’s Performance Analysis Using SMEUS Semantic E-learning System and Business Intelligence Technologies,2015,1
Fisnik Dalipi,Applying Agile Software Development Methodology in a Dynamic Business Environment,2013,1
Fisnik Dalipi,APPEND: A Blockchain-Based Model of Digital Product Passport for Furniture Industry,2024,0
Fisnik Dalipi,Towards a Conceptual Model of a Blockchain System for Automatic Generation of Academic Diplomas: Use Cases and Scenarios,2024,0
Fisnik Dalipi,Integration of Large Language Models into Higher Education: A Perspective from Learners,2023,0
Fisnik Dalipi,Leveraging Topic Modeling to Investigate Learning Experience and Engagement of MOOC Completers,2023,0
Fisnik Dalipi,Cybersecurity Compliance in the Public Sector: Are the Best Security Practices Properly Addressed?,2023,0
Fisnik Dalipi,Utilizing Augmented Reality to Enhance Twenty-First Century Skills in Chemistry Education,2023,0
Fisnik Dalipi,The Impact of Artificial Intelligence on Tourism Sustainability: A Systematic Mapping Review,2023,0
Fisnik Dalipi,Investigating the FAIRness of Science and Technology Open Data: A Focus in the Scandinavian Countries,2022,0
Fisnik Dalipi,Understanding the Importance of Information Systems Implementation in Organization’s Effectiveness: A Comparative Study on Two Swedish Organizations,2022,0
Fisnik Dalipi,Data-Driven Transformation Journey Through Data Democracy: A  Case Study of a Swedish Bank,2022,0
Fisnik Dalipi,Exploring the Impact of Mob Programming on the Well-Being of the Developers: Insights from a Software Company,2020,0
Fisnik Dalipi,User Interface Evaluation of a Ski Injuries Management System,2016,0
Fisnik Dalipi,Applying semantically adapted vector space model to enhance information retrieval,2012,0
Fisnik Dalipi,E-business opportunities and challenges for SME's in Macedonia,2012,0
Fisnik Dalipi,"Advances in Human Factors, Business Management, Training and Education",N/A,0
Eleanor O'Rourke,Brain points: A growth mindset incentive structure boosts persistence in an educational game,2014,289
Eleanor O'Rourke,The impact of tutorials on games of varying complexity,2012,241
Eleanor O'Rourke,Personalized mathematical word problem generation,2015,78
Eleanor O'Rourke,Why do CS1 students think they're bad at programming? Investigating self-efficacy and self-assessments at three universities,2020,74
Eleanor O'Rourke,Brain points: A deeper look at a growth mindset incentive structure for an educational game,2016,43
Eleanor O'Rourke,A framework for automatically generating interactive instructional scaffolding,2015,40
Eleanor O'Rourke,Pyrus: Designing a collaborative programming game to promote problem solving behaviors,2019,35
Eleanor O'Rourke,Hint systems may negatively impact performance in educational games,2014,33
Eleanor O'Rourke,"How do students talk about intelligence? An investigation of motivation, self-efficacy, and mindsets in computer science",2019,31
Eleanor O'Rourke,Automatic generation of problems and explanations for an intelligent algebra tutor,2019,28
Eleanor O'Rourke,Large-scale educational campaigns,2015,24
Eleanor O'Rourke,Predicting Player Moves in an Educational Game: A Hybrid Approach.,2013,23
Eleanor O'Rourke,FoneAstra: enabling remote monitoring of vaccine cold-chains using commodity mobile phones,2010,23
Eleanor O'Rourke,The effects of age on player behavior in educational games.,2013,18
Eleanor O'Rourke,Smart Connect: Last mile data connectivity for rural health facilities,2010,17
Eleanor O'Rourke,Ply: A visual web inspector for learning from professional webpages,2018,16
Eleanor O'Rourke,Using electrodermal activity measurements to understand student emotions while programming,2022,9
Eleanor O'Rourke,Demographic differences in a growth mindset incentive structure for educational games,2015,9
Eleanor O'Rourke,An approach for detecting student perceptions of the programming experience from interaction log data,2021,8
Eleanor O'Rourke,Isopleth: Supporting sensemaking of professional web applications to create readily available learning experiences,2019,6
Eleanor O'Rourke,"Bringing"" High-Level"" Down to Earth: Gaining Clarity in Conversational Programmer Learning Goals",2022,5
Eleanor O'Rourke,A Quantitative Assessment of the Impact on Spatial Understanding of Exploring a Complex Immersive Virtual Environment using Augmented Real Walking versus Flying.,2007,5
Eleanor O'Rourke,Experimental investigations into the feasibility of using augmented walking to facilitate the intuitive exploration of large scale immersive virtual environments,2007,4
Eleanor O'Rourke,Cs1 student assessments of themselves relative to others: The role of self-critical bias and gender,2021,3
Eleanor O'Rourke,How do students seek help and how do TAs respond? investigating help-seeking strategies in CS1 office hours,2022,1
Eleanor O'Rourke,Practicum: a scalable online system for faded worked examples in CS1,2018,1
Eleanor O'Rourke,UUnderstanding Novices’ Perceptions of “Authentic” Programming,2023,0
Eleanor O'Rourke,Designing a Real-Time Intervention to Address Negative Self-Assessments While Programming,2023,0
Eleanor O'Rourke,Educational Systems for Maximizing Learning Online and in the Classroom,2016,0
Eleanor O'Rourke,Evaluating alternative metaphors for augmented locomotion through large scale immersive virtual environments,2007,0
Eleanor O'Rourke,POV-IT: the POV-Ray Interactive Tutorial,2007,0
Alan Woolrych,Why and when five test users aren’t enough,2001,249
Alan Woolrych,Inspection-based evaluations,2009,217
Alan Woolrych,Understanding inspection methods: lessons from an assessment of heuristic evaluation,2001,155
Alan Woolrych,"Ingredients and Meals Rather Than Recipes: a Proposal for Research that Does Not Treat Usability Evaluation Methods as Indivisible Wholes, Int",2011,144
Alan Woolrych,Sale must end: should discount methods be cleared off HCI's shelves?,2002,109
Alan Woolrych,Changing analysts’ tunes: the surprising impact of a new instrument for usability inspection method assessment,2004,68
Alan Woolrych,Reconditioned merchandise: extended structured report formats in usability inspection,2004,43
