Author Name,Title,Year,Citations
Jonathan Roberto Torres Castillo,Neuromuscular disorders detection through time-frequency analysis and classification of multi-muscular EMG signals using Hilbert-Huang transform,2022,32
Jonathan Roberto Torres Castillo,Cardiac Abnormalities Detection Through 12-Lead/Reduced-Lead ECG Spectrograms and 2D-CRNN,2021,2
Jonathan Roberto Torres Castillo,Cardiac arrhythmias identification by parallel CNNs and ECG time-frequency representation,2020,2
Jonathan Roberto Torres Castillo,Dispositivo háptico vibrotáctil inalámbrico para asistencia de actividades motoras,2018,2
Jonathan Roberto Torres Castillo,Wireless vibrotactile wireless optical device for motor activity assistance motor activities,2022,0
Jonathan Roberto Torres Castillo,Clasificación de señales EMG empleando características tiempo-frecuencia para el diagnostico de desordenes neuromusculares /,2018,0
Jonathan Roberto Torres Castillo,Diseño e implementación de un sistema de transmisión vía TCPIP para un sensor de nivel,2017,0
Deeksha Adiani,Career Interview Readiness in Virtual Reality (CIRVR): A Platform for Simulated Interview Training for Autistic Individuals and Their Employers,2022,17
Deeksha Adiani,Usability enhancement and functional extension of a digital tool for rapid assessment of risk for autism spectrum disorders in toddlers based on pilot test and interview data,2019,9
Deeksha Adiani,Multimodal job interview simulator for training of autistic individuals,2024,5
Deeksha Adiani,Heart rate variability for stress detection with autistic young adults,2022,3
Deeksha Adiani,Evaluation of Webcam-based Eye Tracking for a Job Interview Training Platform: Preliminary Results,2022,2
Deeksha Adiani,Stress Detection of Autistic Adults during Simulated Job Interviews using a Novel Physiological Dataset and Machine Learning,2024,1
Deeksha Adiani,Design of a Desktop Virtual Reality-based Collaborative Activities Simulator (ViRCAS) to Support Teamwork in Workplace Settings for Autistic Adults,2023,1
Deeksha Adiani,Accessible Computing,2024,0
Deeksha Adiani,Design of an Interview Script Authoring Tool for a Job Interview Training Simulator Using Graph Transformations,2023,0
Deeksha Adiani,Dialogue Act Classification via Transfer Learning for Automated Labeling of Interviewee Responses in Virtual Reality Job Interview Training Platforms for Autistic Individuals,2023,0
Deeksha Adiani,Design of a Virtual Task to Understand the Nature of Collaboration Between Autistic and Neurotypical Adults in Workplace Using Multimodal Data,2022,0
Deeksha Adiani,Autoscreen: Phase I Results of a Digital Tool for Clinically Efficient Assessment and Decision Making for Toddlers with ASD Concerns,2020,0
Deeksha Adiani,Career Interview Readiness in VR (CIRVR): Feasibility of an AI-Driven Platform for Employers and Neurodiverse Talent,2020,0
Deeksha Adiani,Design of a Novel Web Utility that Provides Multi-lingual Word Definitions for Child E-Book Applications,2019,0
Deeksha Adiani,Real-Time Analysis of Precursors to Challenging Behaviors for Intervention and Detection (Rapid) in Children with Autism Spectrum Disorder,N/A,0
Viseth Sean,Predicting distributions of values of layers for three-dimensional printing,2022,10
Viseth Sean,Manipulating image luminance to improve eye gaze and verbal behavior in autistic children,2022,6
Viseth Sean,Toward digital image processing and eye tracking to promote visual attention for people with autism,2019,5
Viseth Sean,Combining eye tracking and verbal response to understand the impact of a global filter,2020,4
Viseth Sean,Global filter: Augmenting images to support seeing the “Big picture” for people with local interference,2023,3
Viseth Sean,Rules for printing three-dimensional parts,2021,3
Viseth Sean,"Designing, developing, and evaluating a global filter to work around local interference for children with autism",2020,3
Viseth Sean,Printing production quality prediction,2022,2
Viseth Sean,Connecting the dots for people with autism: a data-driven approach to designing and evaluating a global filter,2020,2
Viseth Sean,AVA-TMP: A Human-in-the-Loop Multi-layer Dynamic Topic Modeling Pipeline,2022,0
Viseth Sean,LOUANNE BOYD,2022,0
Viseth Sean,Exploration Framework For Detecting Outliers In Data Streams,2016,0
