Author Name,Title,Year,Citations
Zhiwei Zhu,Real-time nonintrusive monitoring and prediction of driver fatigue,2004,1054
Zhiwei Zhu,Novel eye gaze tracking techniques under natural head movement,2007,425
Zhiwei Zhu,Eye and gaze tracking for interactive graphic display,2002,385
Zhiwei Zhu,Robust real-time eye detection and tracking under variable lighting conditions and various face orientations,2005,331
Zhiwei Zhu,Method and apparatus for mentoring via an augmented reality assistant,2020,316
Zhiwei Zhu,Augmented reality virtual personal assistant for external representation,2020,289
Zhiwei Zhu,Combining Kalman filtering and mean shift for real time eye tracking under active IR illumination,2002,237
Zhiwei Zhu,Real-time eye detection and tracking under various light conditions,2002,235
Zhiwei Zhu,A real-time human stress monitoring system using dynamic bayesian network,2005,233
Zhiwei Zhu,Calibration-free gaze tracking under natural head movement,2007,217
Zhiwei Zhu,Recognition and volume estimation of food intake using a mobile device,2009,214
Zhiwei Zhu,Eye gaze tracking under natural head movements,2005,197
Zhiwei Zhu,System and method for generating a mixed reality environment,2017,162
Zhiwei Zhu,Nonlinear eye gaze mapping function estimation via support vector regression,2006,150
Zhiwei Zhu,Robust facial feature tracking under varying face pose and facial expression,2007,148
Zhiwei Zhu,Visual odometry system using multiple stereo cameras and inertial measurement unit,2007,148
Zhiwei Zhu,Food recognition using visual analysis and speech recognition,2013,130
Zhiwei Zhu,Real-time eye detection and tracking under various light conditions,2007,129
Zhiwei Zhu,Unified framework for precise vision-aided navigation,2012,128
Zhiwei Zhu,Active facial tracking for fatigue detection,2002,117
Zhiwei Zhu,Toward a decision-theoretic framework for affect recognition and user assistance,2006,113
Zhiwei Zhu,Real time and non-intrusive driver fatigue monitoring,2004,106
Zhiwei Zhu,The association between lower educational attainment and depression owing to shared genetic effects? Results in~ 25 000 subjects,2015,93
Zhiwei Zhu,Robust real-time face pose and facial expression recovery,2006,93
Zhiwei Zhu,Dynamic facial expression analysis and synthesis with MPEG-4 facial animation parameters,2008,91
Zhiwei Zhu,Method and apparatus for generating three-dimensional pose using multi-modal sensor fusion,2015,87
Zhiwei Zhu,AR-mentor: Augmented reality based mentoring system,2014,84
Zhiwei Zhu,Stereo-based visual odometry method and system,2011,72
Zhiwei Zhu,A real time face tracking and animation system,2004,68
Zhiwei Zhu,Real-time global localization with a pre-built visual landmark database,2008,57
Zhiwei Zhu,Ten-fold improvement in visual odometry using landmark matching,2007,55
Zhiwei Zhu,Non-intrusive measurement of workload in real-time,2005,51
Zhiwei Zhu,Unified framework for precise vision-aided navigation,2017,48
Zhiwei Zhu,Robust pose invariant facial feature detection and tracking in real-time,2006,48
Zhiwei Zhu,Real time 3d face pose tracking from an uncalibrated camera,2004,47
Zhiwei Zhu,A decision theoretic model for stress recognition and user assistance,2005,36
Zhiwei Zhu,Method and apparatus for inferring the geographic location of captured scene depictions,2015,35
Zhiwei Zhu,Avatar-mediated face tracking and lip reading for human computer interaction,2004,32
Zhiwei Zhu,Stable vision-aided navigation for large-area augmented reality,2011,30
Zhiwei Zhu,3D face pose tracking from an uncalibrated monocular camera,2004,29
Zhiwei Zhu,Image to lidar matching for geotagging in urban environments,2013,25
Zhiwei Zhu,Non-intrusive eye and gaze tracking for natural human computer interaction,2003,25
Zhiwei Zhu,An improved stereo-based visual odometry system,2006,23
Zhiwei Zhu,AR-Weapon: live augmented reality based first-person shooting system,2015,22
Zhiwei Zhu,Food recognition using visual analysis and speech recognition,2013,18
Zhiwei Zhu,Multi-modal sensor fusion algorithm for ubiquitous infrastructure-free localization in vision-impaired environments,2010,18
Zhiwei Zhu,High-precision localization using visual landmarks fused with range data,2011,17
Zhiwei Zhu,Facial feature tracking using a multi-state hierarchical shape model under varying face pose and facial expression,2006,17
Zhiwei Zhu,Videotrek: A vision system for a tag-along robot,2009,15
Zhiwei Zhu,Influence of surface preparation on atomic layer deposition of Pt films,2012,13
Zhiwei Zhu,Robust visual path following for heterogeneous mobile platforms,2010,13
Zhiwei Zhu,西太平洋暖池区热含量和海表温度与江南春雨的相关性对比研究,2013,10
Zhiwei Zhu,Equilibrium states of ultra-long waves driven by non-adiabatic heating and blocking situation,1982,9
Zhiwei Zhu,Robust visual tracking using case-based reasoning with confidence,2006,6
Zhiwei Zhu,microRNAs expression in adult Alpaca skin,2010,4
Zhiwei Zhu,Precise visual navigation using multi-stereo vision and landmark matching,2007,4
Zhiwei Zhu,Total ionizing dose effects of deep submicron nMOSFET devices,2007,4
Zhiwei Zhu,Food recognition using visual analysis and speech recognition,2018,3
Zhiwei Zhu,Flow visualization using double-pass schlieren technique in hypersonic flow,2017,3
Zhiwei Zhu,Experiment of the characteristic of aerodynamic heating on CAV using infrared thermograpy,2013,3
Zhiwei Zhu,Application of laser scattering technique to hypersonic shock-wave and boundary layer interactions,2013,3
Zhiwei Zhu,Models and Related Mechanisms of NBTI Degradation of 90nm pMOSFETs,2007,3
Zhiwei Zhu,Head-Worn Markerless Augmented Reality Inside A Moving Vehicle,2022,2
Zhiwei Zhu,Real Time and Non-intrusive Driver Fatigue Monitoring,2012,2
Zhiwei Zhu,Seamless Indoor/Outdoor 6 DOF Tracking of Trainees and Weapons,2010,2
Zhiwei Zhu,Robust Object Tracking with a Case-Base Updating Strategy.,2007,2
Zhiwei Zhu,Face animation by real time feature tracking,2004,2
Zhiwei Zhu,Communication of the international GMO workshop,2015,1
Zhiwei Zhu,A Characterization Simulation of a Deep Sub-Micron GGNMOSFET Under TLP Stress,2005,1
Zhiwei Zhu,System and method for generating a mixed reality environment,2018,0
Zhiwei Zhu,Augmented Reality Mentor Technical and Evaluation Report,2016,0
Zhiwei Zhu,Virtual Insertion: Robust Bundle Adjustment over Long Video Sequences.,2014,0
Zhiwei Zhu,Comparison and Study of Finite Element Analysis for Piezoelectric Energy Harvesting Devices,2012,0
Zhiwei Zhu,衬底表面处理对原子层沉积方式生长铂金薄膜的影响,2012,0
Zhiwei Zhu,"过氧化物酶体增殖物激活受体 γ Pro12Ala: 老问题, 新问题",2011,0
Zhiwei Zhu,Infrastructure free 6 DOF location and pose estimation for mixed reality systems,2009,0
Zhiwei Zhu,90nm pMOSFETs NBTI 退化模型及相关机理,2007,0
Zhiwei Zhu,Effect of Snapback Stress on Gate Oxide Integrity of nMOSFET in 90nm Technology,2007,0
Zhiwei Zhu,Snapback 应力对 90nm nMOSFET 栅氧化层完整性的影响 (英文),2007,0
Zhiwei Zhu,Design on an ESD Protection Circuit with GG-NMOS Structure in CMOS Technology,2005,0
Zhiwei Zhu,Real-time human facial behavior understanding for human computer interaction,2005,0
Zhiwei Zhu,"Real time eye, gaze and face pose tracking for human-computer interaction",2002,0
Zhiwei Zhu,Human Performance in Content Design for Interactive Augmented Reality Systems,N/A,0
Zhiwei Zhu,"ECSE 6650 Computer Vision Project 4 Feature Tracking, and Shape & Structure from Motion",N/A,0
Nikolaos Avouris,A review of mobile location-based games for learning across physical and virtual spaces.,2012,279
Nikolaos Avouris,Context-based design of mobile applications for museums: a survey of existing practices,2005,227
Nikolaos Avouris,Evaluation of classifiers for an uneven class distribution problem,2006,226
Nikolaos Avouris,On analysis of collaborative problem solving: An object-oriented approach,2003,165
Nikolaos Avouris,Mystery in the museum: collaborative learning activities using handheld devices,2005,159
Nikolaos Avouris,Data mining for decision support on customer insolvency in telecommunications business,2003,141
Nikolaos Avouris,Computer-supported collaborative concept mapping: Study of synchronous peer interaction,2002,136
Nikolaos Avouris,Evaluation of distance-learning environments: Impact of usability on student performance,2001,132
Nikolaos Avouris,Effects of mixed-reality on players’ behaviour and immersion in a cultural tourism game: A cognitive processing perspective,2018,123
Nikolaos Avouris,Modelling interaction during small-group synchronous problem-solving activities: The Synergo approach,2004,118
