Author Name,Title,Year,Citations
Pietro Murano,Why anthropomorphic user interface feedback can be effective and preferred by users,2006,27
Pietro Murano,A comparative study of the usability of touch-based and mouse-based interaction,2014,25
Pietro Murano,User interface menu design performance and user preferences: a review and ways forward,2016,24
Pietro Murano,Anthropomorphic vs non-anthropomorphic software interface feedback for online factual delivery,2003,21
Pietro Murano,Universal design of user interfaces in self-driving cars,2018,18
Pietro Murano,A new software agent ‘learning’algorithm,2001,17
Pietro Murano,Effectiveness of mapping human-oriented information to feedback from a software interface,2002,16
Pietro Murano,Menu positioning on web pages. does it matter?,2015,13
Pietro Murano,The impact on effectiveness and user satisfaction of menu positioning on web pages,2012,13
Pietro Murano,"Pie menus or linear menus, which is better?",2015,11
Pietro Murano,Security and user interface usability of graphical authentication systems–A review,2019,10
Pietro Murano,Usefulness of VRML building models in a direction finding context,2007,10
Pietro Murano,Anthropomorphic vs. non-anthropomorphic software interface feedback for online systems usage,2002,10
Pietro Murano,Mapping human-oriented information to software agents for online systems usage,2001,10
Pietro Murano,A usability evaluation of Web user interface scrolling types,2020,8
Pietro Murano,A new user interface for a text proofreading web portal in a digitization and crowdsourcing context,2018,7
Pietro Murano,An algorithm for automatically detecting dyslexia on the fly,2018,7
Pietro Murano,Anthropomorphic vs non-anthropomorphic user interface feedback for online hotel bookings,2007,7
Pietro Murano,Effectiveness and Preferences of Anthropomorphic User Interface Feedback in a PC Building Context and Cognitive Load,2008,6
Pietro Murano,"Anthropomorphic Vs Non-Anthropomorphic Software Interface Feedback for Online Systems Usage, 7th European Research Consortium for Informatics and Mathematics (ERCIM) Workshop …",2002,6
Pietro Murano,A preliminary usability and universal design evaluation of a television app user interface,2020,5
Pietro Murano,The consumer literacies of teenagers in virtual gaming environments,2020,4
Pietro Murano,Evaluation of an anthropomorphic user interface in a travel reservation context and affordances,2011,4
Pietro Murano,Evaluation of human-like anthropomorphism in the context of online bidding and affordances,2011,4
Pietro Murano,A preliminary investigation into the usability of force touch interaction in a mobile context,2018,3
Pietro Murano,A Universally Designed and Usable Data Visualization for A Mobile Application in the Context of Rheumatoid Arthritis,2016,3
Pietro Murano,Anthropomorphic user interface feedback in a sewing context and affordances,2012,3
Pietro Murano,"Anthropomorphic feedback in user interfaces: The effect of personality traits, context and Grice's maxims on effectiveness and preferences",2007,3
Pietro Murano,The Design and Evaluation of an Online Dictionary User Interface,2022,2
Pietro Murano,Evaluation of anthropomorphic feedback for an online auction and affordances,2011,2
Pietro Murano,Effectiveness and preferences of anthropomorphic feedback in a statistics context,2010,2
Pietro Murano,Evaluation of an Anthropomorphic user Interface in a Telephone Bidding Context and Affordances.,2010,2
Pietro Murano,Evaluation of anthropomorphic user interface feedback in an email client context and affordances,2009,2
Pietro Murano,Is carousel interaction really usable?,2022,1
Pietro Murano,The design and evaluation of a new smartwatch user interface,2021,1
Pietro Murano,A Usability Evaluation of Web User Interface Scrolling Types,2020,1
Pietro Murano,New Universal Design Heuristics for Mobile Augmented Reality Applications,2023,0
Pietro Murano,Designing User Interface Toggles for Usability,2023,0
Pietro Murano,The Usability of Hidden Functional Elements in Mobile User Interfaces,2023,0
Pietro Murano,Anthropomorphic Feedback in User Interfaces,2009,0
Pietro Murano,"M5 4WT, UK p. murano@ salford. ac. uk",2003,0
Pietro Murano,Part IV-Novel Interaction Paradigms--New Modalities and Dialogue Styles-Anthropomorphic vs. Non-anthropomorphic Software Interface Feedback for Online Systems Usage,2003,0
Pietro Murano,Effectiveness of VRML Building Models for Direction Finding,N/A,0
Giovanni D'Errico,A narrative review of mindfulness-based interventions using virtual reality,2021,48
Giovanni D'Errico,BRAVO: a gaming environment for the treatment of ADHD,2019,36
Giovanni D'Errico,Virtual portals for a smart fruition of historical and archaeological contexts,2019,24
Giovanni D'Errico,Performance enhancement of wearable instrumentation for AR-based SSVEP BCI,2022,22
Giovanni D'Errico,Augmented reality and UAVs in archaeology: development of a location-based AR application,2017,22
Giovanni D'Errico,Photogrammetric 3D reconstruction of small objects for a real-time fruition,2020,21
Giovanni D'Errico,XR-based mindfulness and art therapy: facing the psychological impact of Covid-19 emergency,2020,17
Giovanni D'Errico,Highly wearable SSVEP-based BCI: Performance comparison of augmented reality solutions for the flickering stimuli rendering,2021,15
Giovanni D'Errico,Augmented reality to understand the Leonardo’s Machines,2018,15
Giovanni D'Errico,Mobile extended reality for the enhancement of an underground oil mill: a preliminary discussion,2021,14
