Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
John R. Porter,"Human Centered Design & Engineering, University of Washington",5,5,252,174,0,0
Aimal Rextin,SEECS NUST,8,6,252,140,6,0
Ahmed Iqbal Pritom,"Senior Lecturer, Dept. of CSE, Green University of Bangladesh",7,6,252,224,0,0
Shengzhi Wang,University of Washington,2,1,252,249,1,0
Hewon Jung,Apple,8,8,252,252,8,0
Krishna Bharadwaj,"Electronic Visualization Laboratory, University of Illinois at Chicago(UIC)",5,3,252,129,7,0
Ioana Lupascu,"Human Factors Engineering, Tufts University",3,2,252,111,2,0
Hojin Lee,Electronics and Telecommunications Research Institute (ETRI),10,10,251,161,0,0
Wan Roslina Binti Wan Othman,"Senior Lecturer of Computer Science, University College TATI",8,6,251,153,0,0
Andrew Hall,"University of Minnesota, 3M",6,6,251,207,5,0
Hung-Jen Chen,National Kaohsiung University of Science and Technology,9,9,251,160,0,0
Joris van Bohemen,Heinrich-Heine-University,1,1,251,248,1,0
Mehedi Hasan,"PhD Candidate, Victoria University of Wellington",3,3,251,250,0,0
Pin-Sung Ku,Cornell University,10,10,251,244,3,0
Kinnis Gosha,"Professor of Computer Science, Morehouse College",9,7,250,202,23,5
Nanna Inie,"Postdoc / VILLUM fellow at IT University of Copenhagen, Computer Science",8,8,250,242,11,3
Li Ming,RWTH Aachen University,8,7,250,61,1,1
Leon Bošnjak,"Assistant of Informatics, University of Maribor",6,5,250,245,6,0
"Sumonta Kasemvilas, Ph.D.","Assistant Professor of Information Technology, College of Computing, Khon Kaen University",9,9,250,67,0,0
Dennis Paulino,INESC TEC and Universidade de Trás-os-Montes e Alto Douro,6,5,250,213,16,1
Pramod Chundury,"University of Maryland, College Park",5,4,250,235,3,0
Marian Bittner,"PhD Student, Delft University of Technology",7,6,250,228,6,1
Christina Alexandris,"Professor, National and Kapodistrian University of Athens",7,3,250,78,0,1
Ghazal Shams,University of South Carolina,5,3,250,250,0,0
Archondoula Alexopoulou,"Researcher at the Mind & Brain R&D of Net Media Lab, Institute of Informatics and Telecommunications",4,4,250,250,0,0
Idyawati Hussein,Universiti Utara Malaysia,10,10,249,134,0,0
Bastian Kruck,Hasso-Plattner-Institut,5,4,249,145,1,0
Jennifer Fernquist,Google,6,5,249,85,0,0
Takefumi Hiraki,Cluster Metaverse Lab / University of Tsukuba,8,8,249,229,3,4
Shiva Pedram,"Research Fellow, University of Wollongong",8,8,249,227,0,0
Janki Dodiya,Professor of Augmented/Virtual Reality and Human Computer Interaction,10,10,249,162,2,0
