Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Xiaohang Tang,Virginia Tech,4,3,76,75,2,0
Kai Wang,Associate Professor，Wuhan University of Technology,5,2,76,54,1,0
Kin-Pou Lie,"Assistant Professor in Psychology, The Hang Seng University of Hong Kong",1,1,76,3,0,0
Chandra Tungathurthi,RWTH Aachen,1,1,75,21,0,0
John Paul Vargheese,"Lecturer in the School of Computing, Edinburgh Napier University",4,3,75,50,5,0
Jozef Legény,"Software Engineer, Inria",3,2,75,31,1,0
Md Riyadh,Carleton University,4,1,75,46,3,0
Halim Cagri Ates,Apple Inc.,1,1,75,55,0,0
Ntwa Katule,Ardhi University,2,2,75,58,0,0
Ahmed Elsharkawy,"Assistant Professor - Menoufia University - Egypt, Post doctoral researcher - GIST - South Korea",5,3,75,74,0,0
Yoo Young Lee,Open Scholarship and Digital Initiatives Librarian at University of Ottawa,3,2,75,66,0,0
"Kayode A. Akintoye, PhD","The Federal Polytechnic, Ado-Ekiti, Nigeria",5,2,75,48,0,0
Malin Wik,"Karlstad Business School, Karlstad University",5,2,75,65,0,0
Alexander Horn,"UCLA, Depaul",2,2,75,14,0,0
Genevieve Foley,Kinova,3,2,75,53,1,1
Taewan Kim,"Ph.D. student, KAIST",5,3,75,73,0,0
Adam Stankiewicz,edX,3,2,75,45,0,1
Oluwasanya Awe,Stanford University,3,1,75,70,0,0
Diego Zabot,Universidade Federal da Bahia (UFBA),5,3,75,63,0,0
Razieh Fathi,University at Buffalo,4,3,75,72,0,0
Shuran Li,Tongji University,4,3,75,75,0,0
Hesham Elsayed,"Research Assistant, TU Darmstadt",4,2,75,75,3,1
Yi Xuan Khoo,University of Maryland Baltimore County,3,2,75,75,0,1
Sadia Afroze,Assistant Professor,4,1,75,74,0,0
Jinwook Kim,"Ph.D. Candidate, Korea Advanced Institute of Science and Technology",6,3,75,75,0,0
Finn Voichick,University of Maryland,5,5,75,75,5,0
Jaelle Scheuerman,Naval Research Laboratory,5,3,75,68,5,0
Nianlong Li,"PhD Student, Institute of Software, Chinese Academy of Sciences",4,2,75,75,3,3
Jeongwon Jo,Pennsylvania State University,5,2,75,75,0,0
