Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Professor Lei Ren,Beihang University,43,90,8872,5891,27,51
Mark W. Newman,"Professor of Information, University of Michigan",48,101,8852,2670,20,3
Steven J. Jackson,"Professor of Information Science and Science and Technology Studies, Cornell University",37,74,8849,5302,12,0
Jan Borchers,"Professor of Computer Science, RWTH Aachen University",45,136,8841,2386,20,6
Jenny Waycott,"Computing and Information Systems, The University of Melbourne",43,108,8829,4169,32,12
Per Ola Kristensson,"Professor of Interactive Systems Engineering, Department of Engineering, University of Cambridge",52,125,8795,5002,66,0
Patrick Gage Kelley,"Google, University of New Mexico, Carnegie Mellon University",37,54,8754,3734,12,1
Kai Lim,Hong Kong Polytechnic Univesity,38,52,8740,4144,14,4
Zhenchang Xing,"Senior Principal Research Scientist, CSIRO's Data61 & Australian National University",50,139,8735,6334,60,17
Morten Hertzum,"Professor of digital technologies and welfare, Roskilde University",46,116,8718,3208,10,0
"Amy L. Baylor, Ph.D","Program Director, National Science Foundation",44,69,8715,2566,2,2
Çağatay Demiralp,MIT CSAIL,26,38,8711,6551,9,1
Philippe Palanque,"Professor in Computer Science, ICS-IRIT, Université Paul Sabatier - Toulouse III",51,170,8664,2380,12,6
Petra Isenberg,"Research Director, Inria, France",46,88,8612,4238,28,0
Katherine Isbister,"Professor, University of California Santa Cruz",43,124,8604,4531,15,4
Enrico Rukzio,Ulm University,47,176,8557,4374,90,10
Yla Tausczik,Econometrica Inc.,18,26,8545,5264,10,0
Karon MacLean,"Professor of Computer Science, University of British Columbia",52,116,8460,2975,29,10
David Redmiles,"Professor of Informatics, University of California, Irvine",47,112,8458,1824,6,1
Antonio Camurri,"Professor, University of Genoa, Italy",41,143,8441,2785,53,5
Paul van Schaik,"Professor of Psychology, Teesside University",49,117,8386,3658,12,1
Amanda Lee Hughes,"Associate Professor, Brigham Young University",24,32,8382,3157,10,1
Marko Balabanovic,"Technology, Our Future Health",25,26,8378,1045,0,0
Derek L. Hansen,"Professor of Electrical & Computer Engineering, Brigham Young University",39,69,8359,3686,14,0
Shyong (Tony) Lam,University of Minnesota,27,32,8326,1983,0,0
Yuri Rahmanto,"Lecturer, Universitas Teknokrat Indonesia",41,56,8311,8310,0,0
Asbjørn Følstad,SINTEF,37,72,8306,6666,54,1
Simone Stumpf,University of Glasgow,30,65,8302,6691,14,0
Cecilia Baranauskas,"Professor of Computer Science, University of Campinas - UNICAMP",35,176,8288,2848,20,6
Donald J Patterson,"Professor of Computer Science, Westmont College",30,43,8278,1670,9,0
Koji Yatani,University of Tokyo,44,71,8253,3527,1,1
Michael Rohs,"Professor of Computer Science, University of Hannover, Leibniz Universität Hannover",47,113,8190,2119,7,0
Pourang Irani,University of British Columbia (Okanagan),54,147,8188,4263,51,1
Harry Hochheiser,"Associate Professor of Biomedical Informatics, University of Pittsburgh",39,85,8125,4195,66,1
Cagatay Basdogan,Koc University,45,96,8107,2370,19,0
Bruce N. Walker,Georgia Institute of Technology,47,123,8090,3284,23,6
David Smahel,"Interdisciplinary Research Team on Internet and Society (irtis.muni.cz), Masaryk University",35,87,7988,4493,11,0
Denis Gillet,Ecole Polytechnique Fédérale de Lausanne (EPFL),44,177,7985,3219,44,3
jean scholtz,Pacific Northwest National Laboratory,40,97,7961,2029,11,5
hari sundaram,University of Illinois at Urbana-Champaign,43,110,7931,1838,10,0
Pierre Dragicevic,Inria,46,79,7874,4163,19,0
