Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Vahid Farahmandian,Master of Medical Informatics,3,1,33,23,0,0
Mohammed Abdulkareem Aldulaimi,1989,3,1,33,16,0,0
Minjae Park,Hyundai Motor Company,3,1,33,25,0,0
Surya Vanka,Unknown affiliation,2,1,33,9,0,0
João Pedro Dewes Guterres,"Doutor em Ciência da Computação, PUCRS",4,0,33,22,0,0
kourosh sheykhvand,"Researcher, Politecnico di Milano",2,1,33,9,0,0
Handityo Aulia Putra,Nagaoka University of Technology,3,1,33,20,0,0
John P. Healy,Technological University Dublin (TU Dublin),2,1,33,31,0,0
Christos Mitropoulos,Rutgers Electrical and Computer Engineering Department,1,1,33,33,1,0
Irna Hamzah,Unknown affiliation,3,1,33,30,0,0
Adeed Ishaq,"Computer Science and Information Technology, The University of Lahore",3,2,33,29,0,0
Ana Paula Camargo Pimentel,UFRJ,4,0,33,31,2,0
Xin Jin,Microsoft,3,2,33,33,0,0
Nattha Phiwma,Suan Dusit University,4,0,33,8,0,0
Kornchulee Sungkaew,Suratthani Rajabhat University,3,1,33,17,0,0
Dr. Thomas Deacon,"Centre for Vision, Speech and Signal Processing, University of Surrey",3,1,33,30,4,1
Sri Ratna Wulan,Junior Lecture of Polytechnic State of Bandung,4,0,33,30,0,0
Yuhao Sun,"PhD Candidate, University of Edinburgh",2,1,33,32,1,0
Divyanshu Kumar Singh,"PhD Student, Information Science, University of Colorado Boulder",3,2,33,33,0,0
Eduardo Gabriel Queiroz Palmeira,"PhD Candidate, Santa Catarina State University",4,0,33,33,0,0
Zuoyi Zhang,University of Manitoba,3,2,33,27,4,0
Jinbae Kim,"Busan Innovation Institute of Industry, Science & Technology Planning(BISTEP)",4,1,33,29,0,0
Michaela Benk,ETH Zurich,3,1,33,33,0,0
Sara Milkes Espinosa,"PhD Student, Georgia Institute of Technology",2,1,33,31,3,0
XiJing Chang,National Yang Ming Chiao Tung University,3,1,33,33,0,0
Shijing He,PhD student at King’s College London,2,1,33,33,0,0
Luigi Gargioni,PhD Student at University of Brescia,2,1,33,33,0,0
KSHITIJ ANAND,University of Toronto,4,0,33,33,0,0
"M. Rasel Mahmud, Ph.D.",Assistant Professor of Computer Science - Southern New Hampshire University,4,1,33,33,3,0
aldo aguilar,Undergraduate Northwestern University,2,1,33,33,0,0
Denisha Trihapningsari,Universitas Terbuka,3,1,33,33,0,0
Yidan Cao,The University of Sydney,2,1,33,33,2,0
