Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Justin Edwards,"Postdoctoral reseacher, University of Oulu",10,13,1066,1065,23,0
Andrew Garbett,"Senior Engineer, Samsung AI Center - Cambridge",17,21,1065,778,19,0
Fisnik Dalipi,"Associate professor, Linnaeus University",16,19,1064,946,3,0
Eleanor O'Rourke,"Assistant Professor, Computer Science and Learning Sciences, Northwestern University",16,16,1064,691,12,2
Alan Woolrych,Ex Sunderland University,11,11,1063,158,0,0
Doris Jung-Lin Lee,"University of California, Berkeley",16,17,1063,873,8,1
Hema Banati,Dyal Singh College,17,29,1062,470,0,0
Basak Alper,Jet Propulsion Laboratory,10,10,1061,534,2,0
Ana Guerberof Arenas,"Associate Professor in Translation Studies, University of Groningen",14,16,1060,683,10,0
Ruofei Du,"Interactive Perception & Graphics Lead / Manager, Google",17,28,1058,986,17,0
C.A.P. Smith,Colorado State University,19,27,1058,317,13,5
Tara Whalen,"Adjunct Research Professor, Carleton University; Non-Resident Fellow, Stanford Center for Internet and Society",13,19,1058,200,1,0
Sowmya Somanath,"Assistant Professor, University of Victoria",13,18,1058,965,15,4
Sean T. Hayes,"Assistant Professor, Charleston Southern University",16,21,1057,528,1,4
Andrew Mao,Parsnip,12,12,1057,536,2,0
Zilu Liang,"Associate Professor, Faculty of Engineering, Kyoto University of Advanced Science",19,27,1056,866,4,1
Riku Arakawa,Carnegie Mellon University,10,10,1056,1053,7,0
Hsiang-Ting (Tim) Chen,University of Adelaide,15,22,1055,754,13,2
Dirk Börner,Open University of the Netherlands,16,28,1055,510,13,1
Amine Chellali,Assistant professor - Univ Evry - Université Paris Saclay - IBISC Lab,17,25,1055,716,23,3
Ye Tao (陶冶),"Associate Professor, Hangzhou City University",16,18,1055,1020,15,13
Jun-Ki Min,Motorola Mobility,13,14,1054,385,0,0
Sung-Hee Kim,Dong-eui University,14,17,1054,781,5,1
