Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Aryabrata Basu,University of Arkansas at Little Rock,8,8,265,148,0,0
Huiyong Li,"Assistant professor, Kyushu University, Japan",8,6,265,260,0,0
Tung D. Ta,The University of Tokyo,8,7,265,245,0,1
Susanne Schmidt,"Postdoc, Human-Computer Interaction, Universität Hamburg, Department of Informatics",8,7,265,251,12,2
Tian Min,Keio University,6,6,265,265,1,0
Lev Tankelevitch,Microsoft Research Cambridge,4,4,265,264,4,0
Hima Bindu Sadashiva Reddy,Nova Southeastern University,8,8,265,264,0,0
Greis Francy M. Silva-Calpa,"Department of Informatics, Pontificia Universidade Católica do Rio de Janeiro (PUC-Rio)",8,7,264,170,0,0
Nathaniel Hudson,University of Waterloo,5,5,264,216,3,0
Yaghoub Norouzi,"Professor, Knowledge and Information Science, University of Qom, Qom, Iran",7,5,264,196,0,0
Shazmin Majid,Head of Research,8,6,264,239,9,1
Julián Andrés Galindo Losada,"Profesor PHD in Informatics (HCI), Escuela Politécnica Nacional, Facultad de ingeniería en sistemas",8,8,264,61,0,0
Aneesh P. Tarun,"Toronto Metropolitan University, Queen's University, Georgia Tech",7,7,263,133,2,5
Philipp Kulms,Bielefeld University,8,8,263,199,9,1
Tomohiro Oda,"Software Research Associates, Inc.",8,6,263,66,0,0
Rebecca A Kennedy,Old Dominion University; Rensselaer Polytechnic Institute,6,5,263,195,2,0
Diego Rivera-Gutierrez,"Software Development Engineer, Microsoft",6,6,263,173,5,3
Mohammed Al-Sada,Qatar University,8,7,263,244,0,0
Sarah Sterman,"Assistant Research Professor, UIUC",7,6,263,239,4,0
Joon Hyub Lee,KAIST,9,9,263,189,0,0
Roberto Vaz,"Ph.D. in Digital Media, Professor at Polytechnic Institute of Bragança; UNIAG",8,7,263,243,4,0
Julie Prinet,PhD Candidate,7,6,262,150,0,0
Morteza Shiripour,AI Research Scientist at Dispelix,6,4,262,213,4,0
James Hodge,"OpenLab, Newcastle University",7,7,262,260,5,0
Michael Bonfert,"Digital Media Lab, University of Bremen",9,9,262,260,9,0
Chufeng Xiao,"PhD Student, at City University of Hong Kong",5,4,262,260,5,1
Amal Abdulrahman,Postdoc,11,13,262,235,0,2
Anna Yokokubo,Assistant Professor at University of Tokyo,8,7,262,253,2,1
Haiwei Ma,University of Minnesota,7,6,262,236,9,0
Emily Rowan Winter,Lancaster University,9,8,262,257,11,4
Mingkun Gao,LinkedIn Corporation,8,8,262,219,3,0
Victor Alvarez Santos,"CEO at Situm, PhD in Robotics",7,7,261,113,4,5
Cheng-Hung Lo,"Senior Associate Professor, Xi'an Jiaotong-Liverpool University",8,7,261,120,1,0
Jaromir Przybylo,Univeristy of Science and Technology,10,10,261,140,0,0
Kentaro YASU,Nippon Telegraph and Telephone Corporation,10,10,261,138,1,1
Sabitha Sudarshan,"Ph.D, University of Texas, Austin",6,4,261,260,0,0
Zohreh Champiri,"HCI/UX Product Designer & Researcher, Vancouver, Canada",5,5,261,169,0,0
Jas Brooks,"PhD Student, University of Chicago",7,6,261,261,9,1
wai T. fu,Illinois,4,3,261,247,1,0
Tomohito Yamamoto,Kanazawa institute of Technology,10,10,261,46,0,0
Stefan Schaffer,DFKI,10,10,260,134,8,4
Colin Conrad,Dalhousie University,7,5,260,246,12,0
Ahmed AbuHalimeh,Associate Professor of Information Science - University of Arkansas at Little Rock,6,3,260,246,1,0
Yisi Sang,ML engineer @ Apple,9,8,260,257,1,3
Hangxin Lu,ETH Zurich,3,2,260,236,2,0
Miriam Gil,"Assistant Professor, Universitat de València",7,5,259,204,19,1
Kathleen Azali,PERIN+1S - C2O,8,6,259,187,0,0
Junius Gunaratne,New York University,8,7,259,176,1,0
