Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Mahmoud Elkhodr,Central Queensland University,18,22,1227,892,0,0
Anita Cremers,"senior researcher at TNO, professor ('lector') at Utrecht University of Applied Sciences",17,32,1227,539,0,0
Martina Mara,"Professor of Robopsychology, Johannes Kepler University Linz",17,25,1227,1067,13,2
Alvitta Ottley,Washington University in St. Louis,17,23,1225,917,24,0
Raphael Wimmer,Universität Regensburg,16,20,1225,609,5,0
Thomas Schlegel,Institute of Intelligent Interactive Ubiquitous Systems,18,29,1224,640,8,9
Christopher Burr,The Alan Turing Institute,13,13,1224,1200,9,0
Elisa Rubegni,"Associate Professor, Lancaster University, UK",18,37,1223,611,6,1
Yung-Ju Chang,National Yang Ming Chiao Tung University,18,25,1221,1064,2,0
Eric Whitmire,Facebook Reality Labs,18,22,1221,1008,1,1
Jacquelyn Williamson Blaz,"Research Associate, University of Wisconsin-Madison",14,15,1221,317,1,0
Mariam Hassib,Fortiss GmbH,19,25,1220,1018,12,4
Karla Badillo-Urquiola,"Assistant Professor, University of Notre Dame",18,30,1218,1160,22,0
Gautami Tripathi,"IEEE Senior Member, Jamia Hamdard",14,16,1217,1175,1,0
Takanori Komatsu,"Professor, Meiji University",18,32,1216,488,3,0
Michelle Rogers,"Associate Professor, Drexel University",17,22,1214,328,5,3
Leon Ciechanowski,MIT; Kozminski University; University of Social Sciences and Humanities SWPS,7,7,1212,1185,3,0
Simon Voelker,"Researcher, RWTH Aachen University",17,28,1210,792,11,1
Christina N. Harrington,Carnegie Mellon University,16,26,1210,1172,14,0
Amela Sadagic,"Research Associate Professor, Naval Postgraduate School",11,13,1210,294,2,0
Tiago Silva da Silva,ICT-UNIFESP,15,19,1209,693,5,3
Yewen Pu,Autodesk Research,17,17,1209,1128,8,0
Huang-Chia Shih,"Professor of Electrical Engineering, Yuan Ze University",17,28,1208,611,0,0
Erik Nilsen,Lewis & Clark College,17,20,1207,264,1,0
Marios Belk,Cognitive UX GmbH & University of Cyprus,19,37,1205,728,26,7
Melissa Roemmele,Language Weaver (RWS Group),13,15,1204,953,8,0
Philip Quinn,Google,15,22,1202,889,0,0
Jake Liang,Chapman University,17,22,1202,789,0,3
Bassam Hammo,On leave from The University of Jordan to Princess Sumaya University for Technology,17,28,1202,754,2,0
Yongpan Zou,"Associate Professor, Shenzhen University",11,11,1202,907,21,8
Michele Geronazzo,"Professor (associate), University of Padova",18,31,1201,743,11,1
chris roast,Sheffield Hallam University,16,26,1201,328,1,0
Sylvain Malacria,Inria,18,28,1201,670,19,0
Haojian Jin,University of California San Diego,19,27,1201,1005,8,0
