Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Rob Semmens,Naval Postgraduate School,6,4,242,229,2,2
Claudio Sapateiro,"Assistant Prof. of Informatics Eng., Polythechnique Institute of Setúbal, Portugal",8,7,242,51,0,0
Fuad EL-Qirem,"Associate Professor in Human Computer Interaction, AL-Zaytoonah University of Jordan",7,5,242,217,0,0
Stephanie Valencia,"University of Maryland, Carnegie Mellon University",7,6,242,239,8,0
Po-Tsung Chiu,University of Illinois at Urbana-Champaign,6,6,242,183,2,0
Amin Amini,University of Central Lancashire,7,6,242,200,3,0
Yasaman Tahouni,PhD Candidate @ Institute for Computational Design (ICD),9,9,242,242,9,0
Natrah Abdullah @ Dolah,N Abdullah,9,9,241,189,0,0
J.M. van der Zwaan,Unknown affiliation,9,8,241,130,2,0
Norbertus Tri Suswanto Saptadi,"Lecturer, Researcher at Informatics Engineering Universitas Atma Jaya Makassar",7,5,241,153,0,0
Ger Joyce,University of Hertfordshire,9,9,241,179,0,0
Mahmoud Mohamed Hussien Ahmed,"South Valley University, Kochi University of Technology, Tokyo University of Agriculture and",7,7,241,225,0,0
Agus Salim,"Lecturer of Computer Science,  Universitas Bina Sarana Informatika",9,9,241,224,0,0
Shaan Chopra,"PhD Student, University of Washington",6,6,241,238,2,0
Rifat Sabbir Mansur,"PhD Student, Virginia Tech",4,3,241,191,1,0
Ari Kolbeinsson,"Integrated Product Design, University of Skövde (Högskolan i Skövde)",7,5,240,197,7,0
Aan Erlansari,Universitas Bengkulu,8,5,240,210,0,0
Martin Feick,German Research Center for Artificial Intelligence (DFKI) and Saarland Informatics Campus,8,8,240,236,9,0
Jehwan Seo,"Samsung Electronics(VD division), Seoul National University",8,5,240,150,0,0
Dan Adler,Cornell Tech,9,9,240,222,11,0
Kumar Sridharamurthy,Unknown affiliation,5,4,240,159,0,0
Kyle Phillips,Creative Technologist at Google,2,1,240,240,0,0
Soyoung Yoo,"KAIST, Ph.D Student",4,3,240,239,0,0
Jungyong Ahn,"Research Professr of Communication, Korea University",6,4,240,237,0,0
John L. Wilson,"Affiliate Faculty, School of Computer and Information Sciences, Regis University",5,3,239,84,0,0
Omid Fakourfar,User Researcher at Microsoft,3,3,239,188,3,0
Nancy Smith,"Assistant Professor, Pratt Institute",4,2,239,210,0,0
Jiaxin Zhang,Southern University of Science and Technology,6,5,239,236,3,1
Maha Saleh Alqahtani,"Lecturer in Information Systems Department , IMAMU",3,2,239,179,0,0
Kasper Skov Christensen,"PhD, Digital Design, Aarhus University",6,6,239,204,0,0
Thomas B. McHugh,"Undergraduate Researcher, Northwestern University",5,2,239,239,3,0
Zikun Chen,Keio University,6,5,239,194,0,0
Rui Xi,UESTC,8,8,239,234,6,6
