Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Pietro Murano,Professor (Full) of Human Computer Interaction,10,14,308,141,0,0
Giovanni D'Errico,"PhD Student, Politechnical University of Turin",11,12,308,302,4,1
Daniel Filonik,Carnegie Mellon University,8,8,307,187,1,0
Ricard López Fogués,Universitat Politècnica de València,7,6,307,163,7,0
Zhenyi He,New York University,10,10,307,286,2,2
Kunihiro Kato,Tokyo University of Technology,10,10,307,222,0,2
Yalda Ghasemi,"PhD Student, University of Illinois at Chicago",6,5,307,307,2,0
Victoria Meza-Kubo,"Professor of Computer Science, UABC University",10,11,306,147,0,0
Yousra Javed,"Assistant Professor of Cybersecurity, Illinois State University",10,12,306,210,2,0
Yan Chen,"Virginia Tech, Assistant Professor",10,12,306,249,8,1
Ather Sharif,University of Washington,8,8,306,285,4,0
Hanna Schraffenberger,"Institute for Computing and Information Sciences, Radboud University",9,8,306,255,2,1
Muhammad Usama Islam,PhD Student at University of Louisiana at Lafayette,10,10,306,303,0,0
Lauren Buck,"Marie Skłodowska-Curie Fellow, Trinity College Dublin",9,9,306,303,11,4
Mateusz Dubiel,University of Luxembourg,10,10,306,303,3,0
Evropi Stefanidi,University of Bremen,11,12,306,298,19,0
Sander Valstar,"PhD Candidate - University of California, San Diego",8,8,306,247,7,0
Hong Gao,Technical University of Munich,8,6,306,297,5,0
Crystal Lee,Massachusetts Institute of Technology,5,4,305,305,3,0
Ahamed Altaboli,"Professor, Industrial & Manufacturing Systems Engineering Dept, University of Benghazi",7,7,304,156,0,0
Nazmus Sahadat,"Applied Scientist, Amazon.com",11,12,304,203,8,1
"Ichiroh (Ichi) Kanaya, 金谷一朗",Nagasaki University,8,6,304,36,0,0
"Xuecong (Alex) Lu, PhD","Assistant Professor, School of Business, University at Albany (SUNY)",9,7,304,273,11,6
Monica Perusquia-Hernandez,Nara Institute of Science and Technology (NAIST),10,11,304,273,2,0
Steven M. Goodman,"PhD Student, University of Washington",11,11,304,289,11,0
"Mahmudul Hasan, PhD, SMIEEE","Dean (Faculty of Engineering), Chairman (Dept. of Computer Science and Engineering), Associate",10,10,304,270,0,0
Alper Turan Alan,Artvin Çoruh Üniversitesi,9,8,303,196,7,0
Anandghan Waghmare,University of Washington,6,6,303,280,2,0
Earnest Wheeler,"Doctoral Student, University of Michigan",5,4,303,283,3,0
Dwi Nugraheny,Lecturer of Sekolah Tinggi Teknologi Adisutjipto,9,9,303,258,0,0
Farnaz Jahanbakhsh,Massachusetts Institute of Technology,8,7,303,290,5,0
Adigun Joseph Olusegun,"Lecturer I, Computer science, Federal College of Wildlife Management",7,6,303,248,0,0
