Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Zhiwei Zhu,"Senior Computer Scientist, SRI International Sarnoff",36,52,6790,2214,2,0
Nikolaos Avouris,"Professor, University of Patras",43,150,6789,1968,13,6
Jesus Favela,"Professor of Computer Science, CICESE",41,145,6719,2053,8,5
Dean Karavite,"Department of Biomedical and Health Informatics, The Children's Hospital of Philadelphia",25,40,6678,2369,21,1
Massimo Zancanaro,University of Trento and Fondazione Bruno Kessler - FBK,44,136,6672,2032,18,5
Q.Vera Liao,Microsoft Research,38,75,6658,6198,14,0
William Jones,University of Washington,37,60,6624,1031,6,1
Marianna Obrist,"University College London, Department of Computer Science",42,104,6613,4293,83,8
Matt Jones,"Professor of Computer Science, Computational Foundry, Swansea University",38,122,6593,1775,64,6
Juho Kim,Associate Professor at KAIST,30,78,6570,4470,10,0
Yusuke Sugano,"Institute of Industrial Science, The University of Tokyo",35,50,6541,4692,7,0
Radhika Santhanam,University of Oklahoma,28,37,6525,2812,1,0
Michael Haller,Free University of Bozen-Bolzano,43,126,6509,2382,17,3
Christopher A. Miller,Smart Information Flow Technologies,35,87,6490,1780,14,3
Mira Dontcheva,"Senior Research Scientist, Adobe",37,59,6483,2812,11,0
Helen Petrie,Professor of Human Computer Interaction,38,109,6481,2216,17,3
Raimund Dachselt,"Professor of Computer Science, Technische Universität Dresden",47,129,6473,3123,85,9
Roope Raisamo,Tampere University,37,134,6421,2896,78,15
Michael Sedlmair,"Professor of Computer Science, University of Stuttgart",38,87,6383,4482,74,14
J. Edward Swan II,"Professor of Computer Science and Engineering, Mississippi State University",38,73,6371,2878,27,3
Danae Stanton Fraser,"Professor of Psychology, University of Bath",38,62,6370,1239,20,0
Toni Robertson,Retired. University of Technology Sydney (1997-2016),37,68,6362,2792,9,1
Laurence Nigay,University Grenoble Alpes UGA,39,118,6349,1014,16,0
Ole Sejer Iversen,"Professor Interaction Design, Aarhus University",42,88,6348,3777,20,9
Yves Guiard,Professor emeritus at Telecom Paris and CNRS directeur de recherche emeritus at LISN CNRS,39,67,6343,1104,6,7
Kate Hone,Professor at Brunel University London,33,53,6326,3990,17,1
Lena Mamykina,"Associate Professor of Biomedical Informatics, Columbia University",33,60,6323,3351,47,6
Sean Follmer,"Associate Professor of Mechanical Engineering and Computer Science (by courtesy), Stanford",43,80,6309,4472,32,0
Joanna McGrenere,"Professor, University of British Columbia",39,80,6301,2211,41,3
Mark Bachman,"University of California, Irvine",42,93,6300,1625,24,3
PUBLICATIONS Jean-Claude Martin,"LISN-CNRS, Université Paris Saclay",41,130,6291,1951,16,0
Simone Diniz Junqueira Barbosa,"Associate Professor, Informatics Department, PUC-Rio",34,112,6290,2257,1,0
Stephen J. Payne,"Professor of Human-Centric Systems, University of Bath",43,86,6286,973,5,3
Hanif Al Fatta,Universitas Amikom Yogyakarta,18,39,6283,2889,0,0
