Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Sarah Hubbard,Harvard Belfer Center,4,1,279,236,1,0
Rachel Magee,"Assistant Professor, University of Illinois Urbana-Champaign",8,8,278,162,7,1
Yosra Rekik,"Associate Professor, LAMIH - IUT, UPHF",9,9,278,186,6,1
Megh Marathe,Michigan State University,9,8,278,222,3,0
Abdus Sattar,"Assistant Professor, Department of Computer Science and Engineering, Daffodil International",8,6,278,273,0,0
Federico Visi,"Postdoctoral Researcher, Luleå University of Technology",9,9,278,188,7,2
Pengkun Liu,Carnegie Mellon University,9,7,278,278,6,3
Mona Haraty,University of British Columbia,8,7,277,129,2,0
Jae-Young Lee,Chung-Ang University,9,8,277,97,0,0
Brett Wilkinson,"Senior Lecturer of Computer Science, Flinders University",9,8,277,167,0,0
Nick Lange,Google,8,7,277,98,0,1
Cristian Moral,"Profesor Ayudante Doctor la E.T.S. de Ingenieros Informáticos, Universidad Politécnica de Madrid",8,6,277,189,3,0
Lasanthi N.C.,"Lecturer, University of Colombo School of Computing, Sri Lanka",9,8,277,125,0,0
Abdullahi Abubakar Kawu,"IBB University, Lapai, Technological University, Dublin;",8,7,277,277,8,0
Thedy Yogasara,Parahyangan Catholic University,8,4,277,219,0,0
Andrew Anderson,"PhD Candidate, Oregon State university",8,7,277,270,12,0
hironori yoshida,Future University Hakodate,7,5,277,216,3,0
Venkatesh Sivaraman,Carnegie Mellon University,9,9,277,269,9,0
Romisa Rohani Ghahari,Unknown affiliation,9,9,276,241,2,0
Yuuki Nishiyama,"Center for Spatial Information Science, The University of Tokyo",9,8,276,237,10,2
Sergej Chodarev,"Department of Computers and Informatics, Technical University of Košice, Slovakia",10,10,276,127,0,0
Vibhor Sehgal,Graduate student at UC Berkeley,9,8,276,237,3,0
Michael J. Scialdone,"Clinical Associate Professor, Texas A&M University",9,7,276,82,0,0
Jake Rowan Byrne,Trinity College Dublin,9,9,275,230,0,0
Jamie Mahoney,"Lecturer, Computer & Information Sciences, Northumbria University",7,6,275,239,5,0
Diego Muñoz,"Postdoctoral Researcher, Swinburne University of Technology",10,10,275,195,3,0
Ljilja Ruzic Kascak,"Center for Assistive Technology and Environmental Access (CATEA), Georgia Institute of Technology",11,12,275,182,5,0
Zhida Sun,Shenzhen University,7,6,275,267,5,1
Woojoo Kim,"Assistant Professor, Kangwon National University",8,5,275,266,0,0
Shriya Singh,"Computer Science Major, Rajasthan Technical University",1,1,275,100,0,0
Bineeth Kuriakose,Oslo Metropolitan University,7,7,275,271,0,0
Leong-Hwee Teo,"Senior Lecturer, Singapore University of Social Sciences",8,8,274,59,0,0
Jan Willem Streefkerk,"Human Factors Researcher, TNO, the Netherlands",9,9,274,55,1,0
Maletsabisa Molapo (Tsabi),IBM Research,8,8,274,185,0,0
Shafaq Irshad,"Norwegian University of Science and Technology, Universiti Teknologi PETRONAS",10,11,274,193,2,0
Chi-Jui Wu,Lancaster University,3,3,274,261,0,0
Sangho Suh,University of Toronto,10,10,274,247,3,0
Woohyeok Choi,"Assistant Professor, Kangwon National University, South Korea",7,6,274,239,0,0
Yuhan Luo,"Assistant Professor, City University of Hong Kong",7,7,274,272,9,0
Odnan Ref Sanchez,"SINTEF, Norway",11,11,274,246,5,2
Felix Woelk,"Professor Computer Science, FH-Kiel",8,8,274,50,1,0
Calvin Liang,Northwestern University,7,6,274,273,5,0
Nis Bornoe,Danish Agency for Digital Government,9,8,273,129,0,0
Daniel Andrews,Aston University,6,6,273,201,5,0
