Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Luis Martín Sánchez-Adame,Associate Professor at National Autonomous University of Mexico (UNAM),5,3,108,108,0,0
Hawkar Oagaz,University of Colorado Denver,4,4,108,106,1,0
Angela,"Dosen, Universitas Mikroskil",6,5,108,105,0,0
Hong-In Kim,SKtelecom,6,4,108,93,0,0
Dani Kalarikalayil Raju,Co-founder and Community-centered designer at Studio Hasi,5,3,108,87,9,1
Di (Laura) Chen,University of Toronto,4,4,108,108,3,0
MUHAMMAD ADEEL,"Dept. of Software Engineering, The Superior University Lahore",4,3,108,108,0,0
Ting Ju Chen,Texas A&M University,7,3,108,106,3,0
Wangkai Jin,Duke University,7,5,108,108,1,0
Julian Zapata,"Assistant Professor of Translation, Toronto Metropolitan University",7,6,108,56,1,0
Yongjie Sha,"PhD student at School of Information, University of Michigan",6,5,108,107,7,1
Stephen Tsung-Han Sher,Rose-Hulman Institute of Technology,4,4,108,108,0,0
Chuan-Che Jeff Huang,Bose Research,5,3,107,88,1,0
Petra Björndal,"PhD student, KTH and ABB Corporate Research",5,4,107,43,0,0
Faiza Bashir,"Assistant Professor, Higher Education Department, Government of the Punjab, Lahore Pakistan",5,4,107,103,0,0
Khanh-Duy Le (Duy Le),VNUHCM University of Science,6,4,107,92,6,0
"Jan-Paul Huttner, Ph.D.",German Aerospace Center (DLR),6,5,107,99,0,0
Nikhil Verma,"PhD student, Carnegie Mellon University",3,2,107,107,3,0
Zhaobo K. Zheng,"Scientist, Honda Research Institute USA, Inc. (HRI-US)",6,2,107,104,5,0
Chulakorn Aritajati,"Ph.D. student, Information Sciences and Technology, The Pennsylvania State University",5,4,107,74,0,1
Gerardo Luis Dimaguila,"SAEFVIC, Murdoch Children's Research Institute; Centre for Health Analytics, Royal Children's",6,4,107,105,0,1
Houssem Saidi,IRIT - University of Toulouse,4,4,107,77,3,0
jongwook jeong,Jeonbuk University,6,3,107,107,0,0
Aditya Acharya,University of Birmingham,6,5,107,105,4,0
Amirkhashayar Ahadpour,"Graduate Student, Carleton University",2,2,107,106,0,0
Kymeng Tang,KU Leuven,5,4,107,107,0,0
Debayan Dhar,"Associate Professor of Design, Indian Institute of Technology Guwahati",6,2,106,91,0,0
Joyce Hoese Addae,University of Nottingham,4,2,106,102,2,0
