Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Anthony Hornof,University of Oregon,25,34,2587,566,2,1
Erik Frøkjær,"Associate professor in Computer Science, University of Copenhagen",20,27,2585,592,0,0
Marc-André Kaufhold,Postdoc at Technical University of Darmstadt,21,32,2583,2279,38,1
Sara Jones,"Reader in Creative Interactive System Design, Bayes Business School",28,52,2580,661,1,0
Felix Putze,Postdoctoral researcher at University of Bremen,25,50,2578,1538,38,7
Türkan Karakuş Yılmaz,Ataturk University,19,30,2575,1258,3,1
Arindam Dey,Research Scientist @ Meta Reality Labs | Adjunct Research Fellow @ UQ,27,39,2572,2024,2,1
Kyle Rector,"Assistant Professor, University of Iowa",22,27,2570,1060,8,3
Kyungsik Han,Hanyang University,26,52,2570,1702,12,3
Adrian Clark,"Associate Professor, School of Product Design, University of Canterbury",13,16,2568,1717,2,0
Lara Khansa,Associate Dean for Research & Faculty Affairs; Sonny Merryman Professor of Business,27,40,2562,1717,2,0
Robbert Jan Beun,Utrecht University,28,46,2562,786,6,2
Gabriella Cortellessa,CNR - National Research Council of Italy,27,53,2561,1139,13,3
Stacy Branham,"Associate Professor, UC Irvine",25,38,2561,2143,7,0
Irwin Kwan,The MathWorks,21,28,2560,1325,2,0
Alan Medlar,"HIIT Research Fellow, University of Helsinki",17,22,2560,1678,19,3
Alexander J. Quinn,Assistant Professor at Purdue University,18,25,2557,841,5,1
Barbara Leporini,University of Pisa,28,71,2557,1121,5,1
Harini Suresh,"PhD Student, Massachusetts Institute of Technology (MIT)",16,19,2554,2471,12,0
Santosh Mathan,Google,25,59,2549,903,6,0
Michael Massimi,Slack,25,37,2545,1106,3,1
Fraser Anderson,Autodesk Research,25,36,2544,1741,12,3
Jason Wiese,University of Utah,16,27,2541,1092,14,0
Sven Kratz,Senior Research Engineer at Snap Inc.,28,51,2536,938,3,1
Antonio Piccinno,"University of Bari ""Aldo Moro"" - Italy",27,60,2534,1165,13,2
Debasis Samanta,"Professor, Computer Science & Engineering, Indian Institute of Technology Kharagpur",27,74,2532,1364,4,3
Floriano Zini,Free University of Bozen-Bolzano,22,36,2530,161,0,0
Elham Beheshti,Research Associate at the New York Hall of Science,12,13,2525,2035,5,3
Matthew Brehmer,Tableau Research,21,31,2520,1851,3,3
Chin-Chang Ho,"PhD, School of Informatics and Computing, Indiana University",12,13,2516,1338,2,0
Bryan Semaan,"Associate Professor, University of Colorado Boulder",29,51,2514,1888,17,3
Sheep Dalton,Northumbria University,25,48,2512,832,9,0
Ralf Dörner,Professor,21,42,2511,1609,25,10
Jian Zhao,University of Waterloo,26,53,2496,1746,34,0
Luís Carriço,"LASIGE, Informática, Faculdade de Ciências, Universidade de Lisboa",26,72,2495,730,19,3
Wendy Moncur,"Professor, Department of Computer & Information Sciences, University of Strathclyde, UK",24,38,2492,1338,29,0
Benedikt Morschheuser,"Assistant Professor of Information Systems and Gamification, Friedrich-Alexander-University Erlangen",16,19,2489,2131,12,0
Dave Miller,"Chief Science Advisor | Ministry of Research, Science and Innovation",23,39,2487,776,7,0
Clemens Nylandsted Klokmose,"Associate Professor, Computer Science, Aarhus University",27,53,2472,1790,32,1
Neema Moraveji,Stanford University,24,36,2469,784,3,0
Cecily Morrison,"Principal Researcher, Microsoft Research Cambridge",26,44,2468,1585,17,0
James Eagan,"Maître de Conférences (Assoc. Professor), Télécom Paris",18,24,2465,1130,9,0
Ioannis Arapakis,Telefonica Research,23,30,2463,1592,10,0
Nobutaka SHIMADA,"Ritsumeikan University, Japan",26,56,2463,294,1,0
Mourad Abed,Professeur des universités en Informatique CL-EX2,25,60,2462,1450,3,6
Ashraf Khalil,"Professor, College of Technological Innovation, Zayed University",26,49,2459,1704,7,5
Naomi Yamashita,"NTT Research Labs, Kyoto University",25,64,2459,1349,10,0
Ali Mazalek,"Professor of Digital Media, Toronto Metropolitan University",30,64,2457,1019,31,16
Élise Lavoué,"Professor of Computer Science, Université Jean Moulin Lyon 3, LIRIS Lab",24,52,2455,1722,9,0
Nir Grinberg,"Assistant Professor, Ben-Gurion University",10,11,2453,2229,4,0
