Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Tracey Booth,"Lecturer in Computer Science, City University London",6,5,493,363,1,0
Melissa J. Rogerson,"Computing and Information Systems, The University of Melbourne",10,10,493,446,5,0
Brianna Dym,The Roux Institute at Northeastern University,10,11,493,489,12,0
Christoph Wimmer,TU Wien,8,8,493,293,0,0
Christina Rusnock,"Assistant Professor, Air Force Institute of Technology",12,19,492,376,10,9
Chairi Kiourt,ATHENA Research Centre,11,14,492,367,0,0
Ahreum Lee,Samsung Electronics,9,9,492,385,6,0
Pierre Akiki,"The Open University, United Kingdom",11,11,491,253,6,0
Anthony Collins,University of Sydney,10,10,491,117,0,0
Franz Kurfess,"Professor of Computer Science, California Polytechnic State University, San Luis Obispo (Cal Poly SLO)",10,11,491,80,2,1
Per Bækgaard,"Cognitive Systems, Dept. of Applied Math and Computer Science, DTU Compute, Tech. Uni of Denmark",12,15,491,459,19,3
Can Liu,City University of Hong Kong,10,10,491,341,8,0
Aya Hamdy Ali,Research and Development Software Engineer,8,7,491,261,0,0
Kevin M. Storer,"User Experience Researcher, Google",8,8,491,432,7,0
Patrick Maier,Technische Universität München,11,11,490,262,3,0
Sergiy Tytenko / Сергій Титенко,American University Kyiv,13,18,490,110,0,0
Huaming Rao,"Visiting student of Computer Science, University of Illinois at Urbana-Champaign",6,5,490,224,1,0
Aaron Duane,IT University of Copenhagen,10,13,490,436,14,0
Jingyi Li,"Assistant Professor of Computer Science, Pomona College",8,7,490,436,4,0
Shota Yamanaka,LY Corporation,11,16,489,440,0,0
Ha Kyung (Hidy) Kong,Rochester Institute of Technology,9,9,489,442,3,0
Bastian Kordyaka,University of Bremen,12,13,489,489,7,0
Fabius Steinberger,Queensland University of Technology,9,9,488,361,8,0
Nina Boulus-Rødje,"Associate Professor, Department of People and Technology, Roskilde University",12,13,487,251,7,2
Jutta Fortmann,IU International University of Applied Sciences,11,12,487,237,0,0
Jennifer G. Kim,Georgia Institute of Technology,11,11,487,314,4,0
Chris M Connors,Carnegie Mellon University,6,5,487,162,0,0
Jiming Huang,National University of Singapore,9,9,487,264,0,0
Karl Fast,"Independent Scholar, formerly Kent State University",12,12,486,56,0,0
Stefan Kreitmayer,"Post-doc Research Associate, University College London",7,7,486,174,6,0
Jorge Wagner,Federal University of Rio Grande do Sul,8,8,486,464,0,2
Jiawei Zhang,"Research Scientist at Facebook, Ph.D. at Purdue University",9,9,486,407,2,0
Feiyu Lu,"Ph.D., Center for Human-Computer Interaction, Virginia Tech,",15,17,486,469,5,0
Hans Põldoja,"Associate Professor of Educational Technology, Tallinn University",14,17,485,179,0,0
Amanda Swearngin,Apple,12,12,485,439,6,0
Francesco Carrino,"University of Applied Sciences and Arts Western Switzerland, Valais/Wallis, Sion",14,20,485,292,2,0
Nomaan Khan,"Master of Computer Sciences in Xian Jiaotong University ,China",12,14,485,203,1,0
Adso Fernández-Baena,Tecnocampus - Universitat Pompeu Fabra,5,3,485,165,2,2
Cheong Soon Nyean,Multimedia University,11,15,484,280,0,0
Dennis Wolf,"Research Associate, Ulm University",11,11,484,417,12,0
Misa Maruyama,"Ph.D. candidate, University of Hawaii",10,10,484,269,2,0
Maria Korozi,"Institure of Computer Science, Human-Computer Interaction",13,16,483,299,2,0
Ariel Vargas,"PhD, UNICAMP",7,6,483,234,0,0
Sara Nabil,"Assistant Professor, Queen's University",12,12,483,461,15,2
Auk Kim,Kangwon National University,10,10,483,474,0,0
Frank Honold,"J.M. Voith SE & Co. KG, Group Division Digital Ventures, Heidenheim",13,15,482,153,20,14
Viet Nguyen,Staff Research Engineer at Samsung Research America,8,8,482,414,6,0
Jacob M. Rigby,University of Bristol,8,8,482,438,14,0
Jackson Tolins,"Department of Psychology, University of California, Santa Cruz",9,9,482,333,3,0
Neesha Kodagoda,Middlesex University,12,17,481,240,8,2
Pedro Nogueira,Assistant Professor @ University of Porto,11,16,481,243,4,2
Yong Yang(杨勇),"Assistant Professor, Inha University",12,14,481,110,1,1
Geert de Haan,Mankind Inc.,10,11,481,84,0,0
Jorge Saldivar,Pompeu Fabra University,10,10,480,377,6,1
Muhanna Muhanna,Princess Sumaya University for Technology,8,7,480,359,1,2
Davide Ceneda,"Post Doctoral Researcher, Vienna University of Technology",9,9,480,439,15,1
Georgios Marentakis,Østfold University College,11,14,480,173,2,0
Nicola Capece,"Research Fellow, Università degli Studi della Basilicata",14,17,480,451,4,0
Johnathan Mell,University of Central Florida,11,13,479,388,17,0
Li-Wei Chen (陳立偉),"Assistant Professor, Software Engineering and Management Dep., National Kaohsiung Normal U.",7,5,479,162,0,0
Dan Sarkar,"Pace Communications, Zappos.Com/Inc., Michigan State",6,4,478,153,0,0
Christopher Clarke,"Lecturer (Assistant Professor), University of Bath",13,14,477,393,6,0
Dr. Manju Kaushik,"Amity University Rajasthan, Jaipur",10,11,477,333,0,0
Wencan Luo,Google Inc.,11,11,476,271,2,0
Yulong Yang,Rutgers University,7,7,476,249,2,0
Jack Bandy,Assistant Professor of Computer Science at Transylvania University,8,7,476,475,7,0
Yan Hu,"Assistant Professor, Department of Computer Science, Blekinge Institute of Technology",11,13,476,331,7,1
Sam Hincks,Tufts University,9,9,475,255,2,0
