Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Fanglin Chen,"HCII, Carnegie Mellon University",10,10,2357,1462,3,1
Caroline Jay,"Professor of Computer Science, University of Manchester, UK",24,61,2352,1379,73,1
Marcela D. Rodríguez,Autonomous University of Baja California,22,46,2343,627,1,0
Diana Freed,"Postdoctoral Fellow, Harvard University",15,17,2343,1299,8,0
Kami Vaniea,"University of Waterloo, ECE",29,42,2340,1588,24,0
Oscar Kin Chung Au,Unknown affiliation,20,25,2339,812,4,2
Lynn Dombrowski,"Associate Professor and HCI Graduate Program Director, IU-Indy",24,37,2339,1857,17,0
Markus Löchtefeld,Aalborg University,23,55,2338,1135,22,1
Faustina Hwang,University of Reading,26,58,2337,1362,39,4
Rachel Kornfield,Northwestern University,26,38,2334,1397,46,0
Michael (Mikhail) Yudelson,"Staff Data Scientist at Chegg, Inc.",25,52,2332,1077,6,1
Corinna Breitinger,"Göttingen University (previously: University of Konstanz, UC Berkeley)",20,26,2331,1655,11,0
Luv Kohli,The University of North Carolina at Chapel Hill,18,26,2327,1853,3,0
Zahra Ashktorab,IBM Research,19,28,2324,2004,5,0
David Geerts,"Research Manager, Mintlab, KU Leuven / imec",26,48,2323,942,19,3
Jarosław Jankowski,West Pomeranian University of Technology,24,62,2317,1666,28,1
Bob Fields,"Associate Professor, Middlesex University",24,55,2316,526,2,0
Goshiro YAMAMOTO,"Professor, Kyoto University Hospital",20,37,2315,1557,4,1
Robin L. Hill,"Institute for Language, Cognition and Computation; University of Edinburgh",21,25,2314,861,7,1
Dr Holger Schnädelbach,HSAA & Mixed Reality Lab Nottingham,23,53,2313,744,20,2
Andrea Kleinsmith,"University of Maryland, Baltimore County",19,29,2310,944,16,4
Bernd Ploderer,"Associate Professor, Queensland University of Technology (QUT)",27,61,2300,1555,18,0
Marcelo Coelho,"Faculty, MIT",21,26,2299,1198,0,0
Lian Loke,University of Sydney,25,55,2295,1420,4,1
Elena Márquez Segura,"Universidad Carlos III de Madrid (Madrid, Spain)",28,57,2288,1933,21,2
André Pimenta Freire,Universidade Federal de Lavras (UFLA),23,44,2285,1262,7,7
José Creissac Campos,"Department of Informatics, University of Minho & HASLab / INESC TEC",26,64,2285,728,45,0
Amy Ogan,Carnegie Mellon University,25,52,2278,1368,35,0
Robert J. Teather,"Associate Professor, School of Information Technology, Carleton University",25,40,2275,1484,15,3
Andrea Bunt,"Computer Science, University of Manitoba",26,48,2272,1192,22,1
"Віталій Лапінський (В.Лапинский, Lapinskyi Vitalii, V. Lapinsky, ORCID ID 0000-0002-2832-4774)","PhD in Physical and Mathematical Sciences, Assosiate Professor in Computer Science",21,40,2272,804,0,0
Jose Luis Santos,KU Leuven,15,15,2271,1086,7,0
Ronald Schroeter,"Principal Research Fellow, Queensland University of Technology",29,45,2266,1134,19,3
Collin Green,Google,13,16,2263,679,0,0
Victor Manuel Ruiz Penichet,Full Professor at University of Castilla-La Mancha,21,49,2259,955,33,22
Stylianos (Stelios) Asteriadis,"Associate Professor at the Dpt of Advanced Computing Sciences, Maastricht University, the",24,47,2256,1198,26,1
Dragan Ahmetovic,"Assistant Professor (RTD-B), University of Milan",29,44,2252,1865,13,0
Shion Guha,"Assistant Professor, University of Toronto",25,46,2249,1957,23,0
Fabien Girardin,Managing Partner at Near Future Laboratory,22,24,2249,782,0,1
Xiaofei Zhang,"Business School, Nankai University",25,30,2247,2073,15,21
Parmit Chilana,Simon Fraser University,24,39,2245,1477,28,0
Peter Thomas,"RMIT University, Falmouth University, Beijing Normal University, Personal and Ubiquitous Computing",19,25,2244,496,0,0
Stuart Selber,Penn State University,19,26,2243,507,0,0
Vivek Pradeep,"Senior Research Manager, Microsoft",20,30,2242,1467,0,0
Jyoti Joshi,Kroop AI,16,19,2239,1260,9,0
Nisreen Ameen,"Royal Holloway, University of London",22,33,2235,2205,2,0
Laurent Grisoni,"Professor of Computer Science, Lille University",21,41,2230,650,8,0
Ahmed Mohamed Fahmy Yousef,"Associate Professor of Education Technology and eLearning, Fayoum University",19,29,2226,1507,1,0
Maria Riveiro,"Professor of Computer Science, Jönköping University",24,48,2222,1452,10,0
Joan Severson,"Chief Innovation Officer, Clinical Ink",20,28,2222,1074,16,1
Shawn Lawton Henry,W3C Web Accessibility Initiative (WAI) at Massachusetts Institute of Technology (MIT),18,35,2207,618,0,0
Thomas Hillman,"Professor, University of Gothenburg",20,30,2202,1861,13,4
Naseer Abbas Khan,Unknown affiliation,24,34,2202,2197,2,4
Mehdi Ammi,"Full Professor, Computer Science, University of Paris 8",26,58,2199,1168,8,0
Elena L. Glassman,Harvard University,23,35,2199,1721,17,0
Leilani Battle,"Paul G. Allen School of Computer Science and Engineering, University of Washington",18,26,2199,1158,23,0
