Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Jeremy R. Cooperstock,"Professor of Electrical and Computer Engineering, McGill University",39,114,5564,1991,18,15
Robert Macredie,"Professor of Interactive Systems, Brunel University London",35,63,5558,1235,2,0
Asta Roseway,"Fusionist, Microsoft Research",32,65,5554,2199,0,1
Ron Wakkary,"Professor, Simon Fraser University and Eindhoven University of Technology",38,106,5545,3330,33,5
Bing-Yu Chen,National Taiwan University,42,111,5540,2531,0,0
Simon Harper,"Dept of Computer Science, University of Manchester",41,117,5537,2499,37,4
Peter Gardner,"Professor, University of Bradford",35,55,5537,3656,18,0
Tayana Conte,"Professor of Computer Science, Universidade Federal do Amazonas (UFAM)",34,130,5534,3565,26,5
Wayne Fu,Professor of Computer Science,36,85,5531,2025,17,4
David Gunning,Retired,12,13,5526,4920,3,0
Wayne Fu,"Cascade Science, University of Illinois, Amazon",36,85,5526,2023,17,4
Jonna Hakkila,"Professor, University of Lapland",37,141,5514,2732,89,33
Dennis Wixon,"Assistant Professor, University of Southern California ",31,47,5509,978,1,0
Toyoaki Nishida,"Professor, The University of Fukuchiyama",34,170,5493,1145,5,1
Morgan G. Ames,"School of Information; Center for Science, Technology, Medicine, and Society, U.C. Berkeley",28,36,5487,1928,0,0
Roberto Theron (ORCID: 0000-0001-6739-8875),University of Salamanca,42,119,5478,2984,93,3
Anne Marie Piper,University of California Irvine,40,72,5476,3960,43,2
Kai Kunze,Keio Media Design,41,115,5464,2964,22,2
Charles J. Cohen,Cybernet Systems,19,31,5456,1136,0,0
Yang Xiao (肖阳),Huazhong University of Science and Technology,36,65,5436,4551,45,14
Srinath Sridhar,"Assistant Professor of Computer Science, Brown University",23,26,5405,4579,25,0
Luciano Gamberini,"Human Inspired Technology Research Centre (Director), University of Padua",38,100,5405,2506,18,14
Daniel Ashbrook,"Associate Professor, University of Copenhagen",27,54,5404,1845,11,0
Cem Keskin,"Senior Staff Research Scientist Manager, Meta",35,56,5401,3212,4,0
Christopher Hundhausen,"Professor of Computer Science and Associate Head of Online Programs, Oregon State University",34,61,5399,1345,13,0
m.c. schraefel,"Professor, Electronics and Computer Science, University of Southampton",42,89,5396,1771,23,10
Jose Berengueres,"UAE University, CS Dept.",27,33,5387,1953,18,0
Jan Blom,"Snr. User Experience Researcher, Google",30,49,5376,2017,4,0
