Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Arman Ahmed,A Tech Enthusiast,4,3,54,48,0,0
Kamyar Ghajar,Graduate Research Assistant at University of Waterloo,3,2,54,53,1,0
Maitane Mazmela Etxabe (0000-0003-0848-2131),Mondragon Unibertsitatea,4,3,54,54,5,0
ehsan sayyad,"PhD of Media Arts and Technology, University of California Santa Barbara",4,2,54,54,4,0
Katerina Pieri,UCD/UX Researcher,3,2,54,47,0,0
José Cláudio V. S. Junior,"PhD student, Federal University of Rio Grande do Norte",5,3,54,43,0,0
Kewal Shah,Software Engineer,1,1,54,54,0,0
Yudai Tanaka,University of Chicago,5,2,54,54,4,2
Giulia Cardieri,Universidade Federal de São Carlos,3,1,54,52,0,0
Bradley Rey,University of British Columbia,4,1,54,54,7,0
Murillo Vasconcelos Henriques Bittencourt Castro,"MSc. Student, Federal University of Espírito Santo (UFES)",5,1,54,46,0,0
Emily Kuang,Rochester Institute of Technology,5,1,54,53,5,0
Jackie Jingyi Xu,University of Southern California,2,2,54,54,1,0
Riffat Sharmin,"Studying Master's in Computer Science at Saarland University, Germany",2,1,54,54,0,0
Reza Amini Gougeh,McGill UIniversity,5,0,54,54,4,1
Fareed Sameer Fareed AL-Sayid,PhD Industrial Engineering,3,2,54,38,0,0
Andrea Mattioli,ISTI - CNR,3,2,54,54,9,0
Peter Chen,Monash University,4,2,54,54,0,0
Doeun Park,Yonsei University,4,1,54,49,0,0
Zixiong Su,Ph.D. Candidate at the University of Tokyo,4,2,54,54,2,0
Matthew (Matt) Archer,"Doctoral Student, Oakland University",3,1,54,53,0,0
Tomás Murillo-Morales,"Johannes Kepler University Linz, Austria",5,1,54,45,2,0
Ziwei Gao,University College London,2,1,54,54,1,0
Ayca Aygun,Tufts University,5,1,54,50,4,0
Noel Park,University of Otago,4,2,54,52,0,0
Justin Juho Kim,"Researcher, The Hong Kong University of Science and Technology",2,2,54,54,0,0
Owen Cornec,"Research Engineer, IBM Research",3,2,54,53,0,0
Hugo Lopez-Tovar,University College London,3,1,53,26,0,0
Tzu-Yang Yu,"PhD, Dept of Computer Science, McGill University",5,1,53,46,0,0
Gleb Satyukov,USC Information Sciences Institute,4,2,53,46,1,0
Minal Jain,Twitter,3,1,53,42,0,0
