Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Gerald Stollnberger,University of Salzburg,12,17,674,564,0,3
Rachel McCrindle,"Professor of Computer and Human Interaction, University of Reading",14,19,674,292,5,1
Aditya Bharadwaj,"User Researcher, B12.io",9,8,674,651,8,0
Rakesh Patibanda,Monash University,12,14,674,640,15,0
Samer Sarsam,Coventry University,12,15,674,651,0,0
Miroslav Bachinski,University of Bergen,11,12,674,418,6,0
Shan-Yuan Teng,PhD candidate at University of Chicago,13,13,673,662,6,0
Sukwon Lee,"Samsung Electronics, Co., Ltd.",7,7,672,525,3,0
Jorge Luis Pérez Medina,Senior User Experience Researcher & Software specialist,13,19,672,577,2,1
Emily Tseng,"PhD Student, Information Science, Cornell University",12,12,672,667,13,0
Mirjam Augstein,University of Applied Sciences Upper Austria,12,13,671,375,10,1
Salih Ertug Ovur,Imperial College London,12,13,671,671,7,3
Florian Evéquoz,"Professor of Information Systems, University of Applied Sciences of Western Switzerland",12,17,670,384,3,0
Shin-Min Chao,"EVP, AUO Digitech",9,9,669,209,0,0
Alessandro Febretti,"Electronic Visualization laboratory, University of Illinois at Chicago",11,12,669,298,7,0
Sridhar Chimalakonda,"Faculty, Department of Computer Science & Engineering, Indian Institute of Technology Tirupati",13,23,669,512,0,0
Mirjam Seckler,University of Basel,7,5,668,426,2,0
Haeyong Chung,University of Alabama in Huntsville,11,12,668,202,3,0
Natasha Malveira Costa Valentim,Federal University of Paraná,15,24,668,556,0,0
Sebastian Stefan Feger,Ludwig-Maximilian University of Munich,14,16,668,524,15,1
Ashwin T S,Postdoctoral Fellow,13,20,668,604,0,0
Gudrun Socher,Professor,16,19,668,103,0,2
Gi Woong Choi,"Assistant Professor of Instructional Design and Technology, University of Cincinnati",10,10,667,470,0,0
Dr. Tassawar Iqbal,"Department of Computer Science, COMSATS University Islamabad, Wah Cantt Campus",13,15,667,610,1,0
Xinlong Jiang,"Institute of Computing Technology, Chinese Academy of Sciences",14,19,666,464,12,19
Arthur Nishimoto,"Ph.D. Candidate, Electronic Visualization Laboratory, University of Illinois at",8,7,665,359,5,1
Liu Leyuan (刘乐元),National Engineering Research Center for E-Learning，Central China Normal University,12,16,664,478,13,12
Mark Ashdown,Google,13,14,664,86,0,0
Zornitza Yovcheva,Bournemouth University,7,6,664,372,0,0
Sarit Szpiro,University of Haifa,10,10,664,496,7,0
Dr. Malathi D.,Mountain Research Group; Vellore Institute of Technology-Chennai Campus,11,12,664,640,2,10
Hiroaki Tobita,AIIT,13,18,663,239,0,0
Andreea Danielescu,Accenture Labs,12,15,662,512,3,3
Mohamed Bourimi,"Researcher and Senior Consultant, University of Siegen",15,18,662,50,6,4
Yi-Zeng Hsieh,"Department of Electrical Engineering, National Taiwan Ocean University, Taiwan",15,18,662,482,0,0
Ziho Kang,University of Oklahoma,15,25,662,496,8,1
Dr Abdulaziz Aborujilah,Dhofar University,16,17,661,409,0,0
Charles Gouin-Vallerand,"Professor of Information Technology, Business School, Université de Sherbrooke",15,19,661,363,13,2
yolanda Vazquez-Alvarez,University of Glasgow,14,18,661,277,2,3
Seul Chan Lee,Hanyang University ERICA,16,19,661,649,0,0
Adam Wojciechowski,"Profesor Informatyki, Politechnika Łódzka",15,23,660,502,2,0
Poly Z.H. Sun,"Department of Industrial Engineering, Shanghai Jiao Tong University",14,19,660,659,6,17
Sonya Allin,University of Toronto,14,18,659,274,4,0
George Adamides,Agricultural Research Institute,13,17,659,566,3,1
Sven Fuchs,"Researcher, Fraunhofer FKIE, https://orcid.org/0000-0002-2840-0909",14,19,659,343,0,0
Andrew Pringle,"Postdoctoral Researcher, Psychology, Trinity College Dublin",7,6,659,479,2,1
