Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Judith Ley-Flores,PhD Student Universidad Carlos III de Madrid,6,6,121,119,5,0
"Kexin ""Bella"" Yang",PhD Student in HCI at Carnegie Mellon University,7,5,121,121,9,0
Tsz Yiu Lam,Brunel University London,1,1,121,121,1,0
Patrick Ebel,"Junior Research Group Leader at ScaDS.AI, Leipzig University",6,5,121,121,1,0
James Brady,Research Assistant,8,5,121,121,6,2
Shwetha Rajaram,University of Michigan,5,3,121,120,2,0
Yuxuan Zhao,"Master of Science in Computer Science, Brown University",3,3,121,116,0,0
Andrés Mejía Figueroa,"Professor of Computer Science, Autonomous University of Baja California",6,3,120,45,0,1
Nadia Elouali,"Senior Lecturer, Ecole Superieure en Informatique, Sidi Bel-Abbes, Algeria",6,5,120,93,0,0
Marcin Jukiewicz,"Adam Mickiewicz University, Poznań",5,3,120,89,0,0
Veljko Petrović,University of Novi Sad,6,4,120,81,7,2
Linus Kendall,"Sheffield Hallam University, IIIT Bangalore",6,5,120,117,0,0
Magdalena Wróbel-Lachowska,Lodz University of Technology,6,3,120,113,1,0
Yu-Chun Huang,Dartmouth College,6,3,120,82,0,0
Omri Mendels,Microsoft,6,4,120,85,0,0
I Gusti Ayu Agung Mas Aristamy,Institut Bisnis dan Teknologi Indonesia (INSTIKI),5,4,120,111,0,0
Taufik Akbar Sitompul,"Senior Researcher, Norwegian University of Science and Technology",5,4,120,119,15,0
Songlin Xu,University of California San Diego,3,3,120,120,3,1
Nabil ELMARZOUQI,Mohammed V University in Rabat,5,3,120,77,0,0
Brittany Garcia-Pi,Texas A&M University,7,5,120,111,3,1
Leni Yang,The Hong Kong University of Science and Technology,5,4,120,119,3,0
Zubin Kanga,"Royal Holloway, University of London",7,2,120,90,6,1
Nana Tian,"Phd student, Swiss Federal Institute of Technology Lausanne",4,3,120,120,5,0
Bhanuka Mahanama,Old Dominion University,5,2,120,119,8,0
José Mercado,Postdoctoral Researcher at CICESE-UT3,3,3,120,117,0,0
Ryota Sakamoto,Mie University Hospital,6,3,119,53,2,0
Rajesh Kulkarni,Professor,6,4,119,91,0,0
Martin Sperka,"Professor of Information Science and Technology, Paneuropean university, Slovak University of",5,3,119,15,0,0
Gerwald Tschinkel,TU Graz,6,4,119,40,0,0
Yoshiki Takeoka,Adobe,2,1,119,12,0,0
Dr. Abhijit Patil,"Assistant Professor, (Computer Science),GITAM University, Hyderabad.",7,4,119,113,0,0
