Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Katrin Plaumann,Ulm University,9,9,232,193,6,1
Daehwan Ahn,University of Georgia,6,6,232,225,0,0
David Martín-Moncunill,"Computing and Artificial Intelligence Laboratoy, Universidad Camilo José Cela",8,7,232,144,0,0
Tatiana Chakravorti,"PhD in Informatics, Pennsylvania State University",9,9,232,211,0,0
Ashfaq Adib,"Master of Computer Science, Dalhousie University",5,4,232,232,5,0
Patrizia Andronico,IIT-CNR,6,5,231,41,0,0
Danilo Giglitto,Sheffield Hallam University,7,7,231,224,8,1
Manika Lamba,"Postdoctoral Research Associate, University of Illinois at Urbana-Champaign",9,9,231,226,2,0
Kyungjun Lee,Google,8,7,231,218,13,0
Will Crichton,"Postdoctoral Researcher, Brown University",8,7,231,230,3,0
Kim Sauvé,"Research Associate, University of Bath",8,6,231,226,2,0
David Mal,University of Würzburg,9,9,231,231,9,0
Lintang Matahari Hasani,"Graduate School of Advanced Science and Engineering, Hiroshima University",7,6,231,231,0,0
Hakim Usoof,"Dept. Statistics & Computer Science, University of Peradeniya",8,8,230,183,0,0
João Martinho Moura,"University of Minho, INL, School of Arts UCP Porto, School of Technology IPCA",9,7,230,192,8,2
Arthi Manohar,"Lecturer in Design, Brunel University London",5,3,230,189,5,0
Jonathan Huyghe,"CUO|Social Spaces, iMinds/KU Leuven",8,7,230,117,3,0
Abram Kaufman Handler,"University of Colorado, Boulder",7,4,230,188,1,0
HyeongYeop Kang,Assistant Professor of KyungHee University,8,8,230,202,0,0
Ahona Ghosh,"Maulana Abul Kalam Azad University of Technology, West Bengal",8,8,230,228,1,1
Charilaos Papadopoulos,Stony Brook University,9,9,229,84,2,1
Hermansyah Andi Wibowo,"Associate Professor of Management Science, Universitas Serang Raya",10,10,229,223,0,0
Lim Kok Cheng,"Lecturer, Universiti Tenaga Nasional",8,6,229,210,0,0
Jean Y. Song,"Assistant Professor, DGIST",7,6,229,224,5,0
Kento Watanabe,"Researcher, National Institute of Advanced Industrial Science and Technology (AIST)",9,7,229,195,2,0
Andreas Balaskas,Postdoctoral Researcher,5,4,229,227,6,0
Jie Guo,Pengcheng Laboratory,9,9,229,222,7,13
Dwi Yuniarto,"Fakultas Teknologi Informasi, Universitas Sebelas April",7,3,229,206,0,0
ge wang,"Department of Computer Science, University of Oxford",6,5,229,229,3,0
Mackenzie Leake,Adobe Research,6,4,229,204,3,0
j. johnson,"Software Engineer, IBM Research",5,4,229,228,0,0
Anamary Leal,"Ph.D Candidate, Virginia Tech",7,7,228,72,0,0
Luís Filipe Teófilo,LIACC - Artificial Intelligence and Computer Science Laboratory,10,10,228,61,1,1
Kadian Davis-Owusu,TeachSomebody,8,7,228,157,1,0
