Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
DaEun Choi,KAIST,3,2,93,93,0,0
Essi Lehto,University of Oulu,5,3,93,93,8,1
Sujoy Kumar Chowdhury,MIT Media Lab,3,2,92,39,0,0
D. Benjamin Hellar,The Pennsylvania State University,5,4,92,25,0,0
Vijay Ravishankar,Arizona State University,5,3,92,72,2,0
Hanna Celina,"Open Lab, Newcastle University",4,2,92,89,2,0
Jen-Shuo Liu,Columbia University,6,3,92,88,6,0
Tiffany Knearem,Google,7,3,92,90,8,1
Arlene Caballero,Lyceum of the Philippines University,4,2,92,84,0,0
Gustavo Ramírez Espinosa,Ph.D. Student at Politecnico di Torino,5,3,92,91,0,0
Ali Jabbari,PhD in Computer Science,4,3,92,67,0,0
Cagri Erdem,University of Oslo,6,2,92,91,11,1
Mercedes Huertas-Migueláñez,University of Trento,4,3,92,24,3,0
Neslihan Iskender,TU Berlin,5,4,92,92,0,0
Matthew Lakier,"PhD Student, University of Waterloo",6,2,92,88,8,0
Hasti Sharifi,PhD Candidate at University of Illinois at Chicago,2,2,92,92,0,0
Lynn Kirabo,"Assistant Professor, Harvey Mudd College",5,2,92,92,7,0
Arefin Mohiuddin,PhD,5,3,92,81,1,3
Gregory Reardon,"Graduate Student Researcher, University of California, Santa Barbara",6,4,92,82,6,0
Marc Schubhan,"DFKI GmbH, Saarland Informatics Campus, Germany",7,3,92,92,4,0
Liwenhan Xie,Hong Kong University of Science and Technology,5,2,92,92,6,1
Nibras Abo Alzahab,"PhD Candidate, Marche Polytechnic University",3,1,92,92,0,0
Yujie Tao,Stanford University,5,4,92,92,4,0
Saleh Afroogh,The University of Texas at Austin,6,3,92,89,2,0
Tahir Abbas,"Technical Writer @ ABB | Former Post-doctoral Researcher in Human-centered AI, TU Delft",5,3,92,91,0,0
Tim Whiting,Brigham Young University,5,4,92,71,4,0
Yanhao Wang,Georgia Institute of Technology,4,2,92,92,2,0
Crescentia Jung,Cornell University,3,3,92,92,0,0
Minjung Shin,"Ph.D. Candidate, Interdisciplinary Program in Cognitive Science, Seoul National University",3,2,92,20,0,0
Irina Popovici,"Ph.D. student, University Stefan cel Mare of Suceava",6,3,92,92,0,0
Uzma Hasan,"PhD Student & Graduate Research Assistant, University of Maryland, Baltimore County",6,6,92,92,3,0
Xizi (Lucy) Wang,University of Waterloo,4,2,92,90,3,0
Jonathan Bernal,Florida International University,4,3,92,75,4,0
Sangchul Ahn,"KIST, University of Science and Technology",3,2,91,24,0,0
Rune Fogh,"PhD in Modular Playware, The Technical University of Denmark",5,3,91,54,3,1
Bastian Migge,ETH Zurich,4,2,91,28,0,0
Christoph Oemig,University of Bamberg,5,3,91,22,0,0
Patrick Merritt,"Lecturer, The University of Derby",4,3,91,74,2,0
Eric H. C. Chow,Hong Kong Baptist University,5,3,91,58,0,0
Dor Ma'ayan,"Computer Science Ph.D. Student, Tel Aviv University",4,3,91,86,6,0
Maha Elgarf,Doctoral student at the royal institute of Technology KTH,6,5,91,87,8,0
Juan Sebastian Rios,New Jersey Institute of Technology,3,3,91,91,0,0
Kota Gushima,Mitsubishi electric corporation,5,3,91,76,0,0
Anika Binte Islam,"Human-Centric Design Lab, George Mason University",5,4,91,89,2,0
Laton Vermette,"PhD Graduate, Simon Fraser University",4,3,91,86,5,0
Guangtao Nie,Vanderbilt University,4,3,91,87,2,2
Kent Nagumo,Aoyama Gakuin University,6,4,91,91,0,0
Farhad Piri,Amirkabir University of Technology,4,3,91,91,0,0
Han Qiao,University of Toronto,2,2,91,91,2,0
