Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Rufat Rzayev,TU Dresden,12,12,514,473,13,0
Erin Beneteau,"PhD Candidate, University of Washington",9,8,514,493,6,2
Nadine Marie Moacdieh,Carleton University,11,13,513,363,2,0
Trevor Hogan,Munster Technological University,12,14,512,385,1,0
Thomas Drake-Brockman,"University of Western Australia, Telethon Kids Institute, and Perth Children's Hospital",9,9,512,397,2,0
Chien-Lin Huang (黃建霖),Samsung,13,20,511,220,0,0
Valerie Maquil,Luxembourg Institute of Science and Technology,13,18,511,218,16,3
David A. Robb,"Research Fellow, Heriot-Watt University",13,18,511,423,22,2
Noe Elisa (PhD),Lecturer in Artificial Intelligence and Cyber Security,9,9,511,499,1,0
Tobias Hesselmann,Independent Researcher,10,10,510,144,0,0
Bimo Sunarfri Hantono,Universitas Gadjah Mada,11,15,510,355,0,0
Dhaval Parmar,Northeastern University,13,16,510,436,12,3
Quynh N. Nguyen,Stockton University,9,9,510,459,0,0
Omer Shapira,NVIDIA,7,7,510,497,3,0
"Hunter Oldham, Ph.D",Air Force Research Lab 711th Human Performance Wing,9,9,510,473,4,0
Yasmeen Abdrabou,Senior Research Associate at Lancaster University,11,14,510,502,19,2
Samantha Reig,"Assistant Professor, University of Massachusetts Lowell",12,12,510,502,17,3
Kazuyuki FUJITA,"Research Institute of Electrical Communication, Tohoku University",11,17,510,391,3,1
Narges Pourjafarian,Cornell University,6,6,510,301,10,0
Kaifeng Liu,"Associate Professor, Tianjin University",7,7,510,508,3,3
Aida Azadegan,Product Research @ Meta Reality Labs,12,12,509,295,4,0
"Roozbeh Manshaei, PhD",Senior Bioinformatician @ Cardiac Genome Clinic - SickKids Hospital,10,10,509,410,16,5
Yinni Guo,Google,8,4,509,430,0,0
David Saffo,JPMorgan Chase & Co. Global Technology Applied Research,10,12,509,506,10,0
Allard Oelen,TIB - Leibniz Information Centre for Science and Technology & L3S Research Center,10,10,509,507,17,0
FERNANDO MARTINEZ,Autonomous University of Chihuahua,11,14,509,437,0,0
Stefano Padilla,"Associate Professor, School of Mathematical and Computer Sciences, Heriot-Watt University, Edinburgh",12,16,508,251,12,0
