Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Rui Ying,"Graduate Student in Computer Science, Stanford University",2,1,46,46,0,0
Nils Beese,"Research Scientist, PhD Student, Center for Cognitive Science, University of Kaiserslautern",3,1,46,46,1,2
Vaijayanthi S,"Research Scholar, SRM University",3,2,46,46,0,0
Shameer Pradhan,Hasselt University,2,1,46,46,2,0
Alexander Kalus,Universität Regensburg,4,2,46,46,1,0
Clarissa Maria de A. Barbosa,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),3,3,46,2,0,0
Yuqian Sun,"PhD student, Computer Science Research Centre, Royal College of Art",5,1,46,46,0,0
Andreuw Vandy Lengkong,"Lecturer of Computer Science, Universitas Prisma",3,2,46,46,0,0
Majed Abdullah Alrowaily,Jouf University,4,2,46,44,0,0
Malak Qbilat,"Postdoctoral researcher, INESC TEC, Portugal",3,2,46,46,2,0
Preet Singh,Unknown affiliation,4,1,45,15,0,0
Mai K. Galab,"Demonstrator , Faculty of computer and Informatics  , Benha University",3,3,45,41,0,0
Prasanta Kr Sen,"PhD Student, Rajendra Mishra School of Engineering Entrepreneurship, IIT Kharagpur",2,2,45,24,0,0
Idan Nagar,UX Researcher,3,2,45,32,0,0
Allal Tiberkak,University Dr. Yahia Fares,4,1,45,27,0,0
Koorosh Vaziri,"PhD, Computer Science from University of Minnesota",2,2,45,42,1,1
Vathiswa Booi,"Lecturer, Tshwane University of Technology",2,2,45,30,0,0
Andreea Dalia Blaga,PhD student at Birmingham City University,4,2,45,45,0,0
Lars Reisig,Universität Bremen,2,2,45,34,2,0
Víctor R. López-López,Instituto Tecnológico de TIjuana,5,2,45,41,0,1
Fadzlin Ahmadon,Universiti Teknologi MARA,3,1,45,44,0,0
Carlo Sugatan,University of Michigan,2,2,45,45,0,0
RAHUL NATH H.A.,TKM College of Engineering,2,2,45,41,0,0
Soo Ji Serisse Choi,University of Michigan Ann Arbor,3,2,45,45,1,0
Lina Daouk,Senior Lecturer,3,2,45,45,0,0
Kimberly Do,Georgia Institute of Technology,2,2,45,45,3,0
Christos Papadopoulos,Research Assistant,2,1,45,40,3,0
Miroslav Suzara,"PhD Student, Stanford University",4,2,45,45,0,0
Christopher Micek,"Computer Science PhD Student, Worcester Polytechnic Institute",3,2,45,45,4,0
Yuhu Liu,Sony Group Corporation,2,2,45,45,0,0
Conrad Lempert,PhD candidate at Hasso-Plattner-Institut,4,2,45,45,0,1
Ted Romanus,Research Engineer at SoftServe Inc.,1,1,45,45,1,0
Prerna Ravi,"CSAIL, Massachusetts Institute of Technology",3,3,45,45,0,0
Lucas Morillo-Mendez,"PhD, Örebro University",4,1,45,45,10,0
Kirfi-Aliyu Bello,Programme Analyst Universal Basic Education Commission Nigeria,1,1,45,44,0,0
Alireza Khanshan,Eindhoven University of Technology,4,1,45,45,6,0
Heba Ibrahim Aly,Clemson University,3,2,45,45,0,0
Alexandra Delmas,"PhD in Cognitive Science, R&D department, onepoint",3,2,45,42,4,0
Ned Cooper,Australian National University,2,1,45,45,0,0
Xingyu Yang,City University of Hong Kong,3,1,45,44,1,1
Vando Gusti Al Hakim,Yogyakarta State University,3,2,45,45,0,0
Xunyu Chen,Virginia Commonwealth University,3,1,45,45,5,1
Anran Xu,"Ph.D. Student, the University of Tokyo",3,1,45,45,1,0
Yanni Mei,TU-Darmstadt,3,2,45,45,3,0
Sunjae Lee,"Ph.d student, KAIST",3,1,45,45,1,0
