Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Samuli Laato,"Postdoctoral researcher, Tampere University",21,40,3673,3662,18,0
Alistair Edwards,"Senior Lecturer in Computer Science, University of York",31,70,3669,495,4,1
Géry Casiez,"Professor of Computer Science, Université de Lille",30,68,3660,1709,25,0
Kenneth C. Arnold,"Assistant Professor, Calvin University",20,25,3658,1812,2,0
Sriganesh Madhvanath,"Director, Applied Research, eBay Inc",29,68,3653,1453,0,0
Andruid Kerne,"Professor, Dept. of Computer Science, UIC",30,69,3645,1680,11,2
Dr Geoffrey Ellis,"University of Konstanz, Germany",18,19,3642,1422,7,1
Dustin Freeman,On DIY Sabbatical: dustinfreeman.org/blog/sabbatical-themes/,10,11,3642,1373,2,0
Stephanie Guerlain,"Associate Professor, University of Virginia",33,53,3641,1220,9,4
Kimiko Ryokai,University of California Berkeley,29,44,3637,1384,3,0
Geber Lisboa Ramalho,"Professor, Centro de Informática, Universidade Federal de Pernambuco",30,67,3635,1131,0,0
Jina Suh,"Microsoft Research, University of Washington",22,34,3631,3389,7,0
Janne Lindqvist,Aalto University (Computer Science),29,51,3626,1634,22,1
Aditi Majumder,"Professor, University of California, Irvine",35,68,3618,793,4,1
Åsa Cajander,Uppsala University,27,62,3613,1960,39,0
Mark Hancock,"Professor, Management Sciences, University of Waterloo",30,54,3605,1449,19,0
Marcus Carter,Associate Professor in Digital Cultures,32,68,3603,2640,11,2
Luigina Ciolfi,"Professor of Human-Computer Interaction, University College Cork",31,71,3597,1831,15,4
Jo Vermeulen,Autodesk Research,27,45,3594,2632,18,1
Fanny Chevalier,Assistant Professor at University of Toronto,35,61,3590,2215,14,4
Heimo Müller,Medical University Graz,26,55,3571,3210,56,9
Grace Ngai,"Department of Computing, Hong Kong Polytechnic University",30,63,3570,1448,11,21
Emmanuel Pietriga,"Senior Research Scientist (Directeur de Recherche), INRIA, Université Paris-Saclay",32,56,3566,1280,8,0
Corey Bohil,"Professor of Psychology, Lawrence Technological University",23,34,3563,1417,12,1
Matthew Aylett,"Associate Professor, Heriot Watt University, CSO, CereProc Ltd.",24,47,3562,1419,30,4
Richard Pak,"Clemson University, Department of Psychology",26,56,3550,2014,16,0
Pedro Lopes,Associate Prof. at University of Chicago,29,52,3542,2750,32,3
Daniel F. Keefe,"Professor of Computer Science, University of Minnesota",30,62,3534,1609,38,6
Michel Desmarais,Polytechnique Montreal,29,61,3526,1651,9,2
Patrick C. Shih,Indiana University Bloomington,29,62,3524,2190,28,0
Martin Tomitsch,Professor and Head of the Transdisciplinary School at the University of Technology Sydney,34,93,3521,2136,15,3
Jaime Ruiz,"Associate Professor, University of Florida",25,42,3506,2317,33,4
Celine Latulipe,University of Manitoba,32,51,3505,1995,19,4
Bastian Pfleging,TU Bergakademie Freiberg,34,63,3503,2884,26,3
Kevin K.Y. Kuan,University of New South Wales,12,13,3493,1570,1,0
Brendan Walker,"Professor of Creative Industries, Middlesex University. Senior Research Fellow, University of Nottingham. Director, Aerial.",22,37,3492,1299,9,1
Osamuyimen (Uyi) stewart,IBM Research,19,29,3488,1040,0,0
Airi Lampinen,"Associate Professor, Department of Computer and Systems Sciences, Stockholm University",28,49,3487,2029,27,0
Andreas Wendemuth,"Professor for Cognitive Systems, University Magdeburg",29,84,3484,1185,72,23
Xiaojun Bi,"Department of Computer Science, Stony Brook University",33,60,3483,2211,34,2
Elizabeth J. Carter,Carnegie Mellon University,27,42,3481,1463,28,4
Ferran Argelaguet,"Inria Research Scientist, Inria, Univ. Rennes, CNRS, IRISA",30,66,3481,2679,20,0
Eduardo Velloso,"Professor of Computer Science, University of Sydney",32,59,3477,2591,27,3
